File Name:	PMMA_DE_6mm_60Kmin_4mg_R3.txt
Version: 8.3.7.3
Date:	05 Sep 2024
Operator:	KH
Test ID:	PMMA_DE_6mm_4mg_60K_R3
Sample ID:	PMMA_DE_6mm_4mg
Sample Mass (mg):	4.0900
Sample Cup Mass (mg):	186.2800
End Total Mass (mg):	0.0000
Heating Rate (C/s):	1.0000
Combuster Temperature (C):	900.0
N2 Flow Rate (cc/min):	80.0
O2 Flow Rate (cc/min):	20.0
Calibration File:	Coeff.txt
T Correction Coefficients:	0.308738730	0.013615500	0.000000000
Time Shift (s):	10.0
Pre-Test Comments:
Post-Test Comments:
Baseline Flow:	100.240
Baseline O2:	20.196
Instrument ID:
@
Time (s)	Temperature (C)	N2 Flow (cc/min)	O2 Flow (cc/min)	Total Flow (cc/min)	Oxygen (%)	HRR (W/g)	Heating Rate (C/s)	Combustor Temp (C)
0.000	74.967	80.017	19.978	100.240	20.184	-8.399	0.048	900.482
0.499	74.953	80.014	19.978	100.242	20.167	-7.028	-0.008	900.476
0.999	74.971	80.016	19.977	100.243	20.144	-5.212	0.005	900.466
1.499	75.001	80.017	19.978	100.252	20.128	-3.962	0.047	900.452
1.999	75.029	80.015	19.978	100.291	20.111	-2.615	0.057	900.455
2.499	75.045	80.018	19.978	100.372	20.100	-1.740	0.045	900.434
2.999	75.069	80.019	19.979	100.474	20.095	-1.286	0.040	900.426
3.499	75.149	80.017	19.979	100.599	20.088	-0.668	0.104	900.437
3.999	75.199	80.017	19.979	100.723	20.084	-0.376	0.131	900.449
4.499	75.298	80.016	19.980	100.824	20.079	0.105	0.149	900.437
5.000	75.306	80.016	19.979	100.880	20.079	-0.217	0.107	900.412
5.500	75.426	80.018	19.979	100.912	20.078	-1.087	0.127	900.419
6.000	75.526	80.015	19.979	100.920	20.078	-2.649	0.220	900.400
6.500	75.599	80.016	19.978	100.916	20.078	-4.516	0.174	900.417
7.000	75.718	80.018	19.979	100.905	20.076	-6.437	0.191	900.393
7.500	75.868	80.016	19.978	100.900	20.075	-8.511	0.269	900.400
8.000	75.975	80.016	19.978	100.895	20.074	-10.323	0.257	900.383
8.500	76.100	80.019	19.979	100.890	20.074	-11.410	0.232	900.410
8.999	76.255	80.019	19.978	100.887	20.077	-12.130	0.280	900.433
9.499	76.368	80.019	19.978	100.888	20.072	-11.812	0.268	900.421
9.999	76.536	80.018	19.979	100.886	20.070	-11.375	0.280	900.423
10.499	76.681	80.017	19.978	100.880	20.056	-9.820	0.312	900.399
10.999	76.809	80.018	19.977	100.875	20.034	-7.542	0.273	900.405
11.499	76.950	80.016	19.976	100.870	20.006	-4.744	0.269	900.383
11.999	77.126	80.015	19.976	100.866	19.971	-1.447	0.317	900.405
12.500	77.339	80.017	19.977	100.893	19.950	0.848	0.389	900.353
13.000	77.539	80.016	19.977	100.979	19.933	2.621	0.412	900.362
13.499	77.776	80.017	19.976	101.110	19.925	3.798	0.438	900.351
13.999	78.011	80.018	19.977	101.269	19.919	4.849	0.472	900.381
14.500	78.294	80.017	19.977	101.441	19.917	5.485	0.518	900.384
15.000	78.573	80.017	19.976	101.594	19.918	5.989	0.562	900.381
15.500	78.848	80.014	19.977	101.694	19.925	6.041	0.554	900.369
15.999	79.167	80.017	19.977	101.744	19.934	5.884	0.594	900.380
16.500	79.518	80.017	19.977	101.759	19.938	6.071	0.669	900.363
17.000	79.880	80.016	19.976	101.747	19.944	5.999	0.713	900.334
17.499	80.194	80.016	19.976	101.716	19.953	5.714	0.677	900.368
18.000	80.566	80.014	19.976	101.674	19.954	5.981	0.686	900.356
18.499	80.939	80.013	19.976	101.630	19.960	5.726	0.745	900.355
18.999	81.378	80.017	19.976	101.580	19.973	5.056	0.812	900.338
19.499	81.732	80.017	19.976	101.535	19.977	4.946	0.793	900.347
19.999	82.156	80.017	19.976	101.491	19.984	4.723	0.778	900.344
20.500	82.561	80.014	19.976	101.456	19.993	4.296	0.827	900.347
21.000	82.968	80.016	19.978	101.417	19.998	4.206	0.812	900.356
21.499	83.401	80.016	19.978	101.378	20.002	4.196	0.841	900.351
21.999	83.819	80.018	19.977	101.342	20.008	4.024	0.850	900.357
22.500	84.266	80.015	19.976	101.302	20.012	3.889	0.864	900.322
23.000	84.725	80.015	19.975	101.255	20.017	3.700	0.906	900.291
23.499	85.132	80.013	19.976	101.222	20.024	3.335	0.866	900.309
24.000	85.610	80.014	19.977	101.187	20.027	3.212	0.885	900.277
24.500	86.087	80.014	19.977	101.158	20.028	3.215	0.955	900.310
25.000	86.552	80.013	19.977	101.138	20.032	3.005	0.943	900.273
25.500	87.026	80.013	19.977	101.117	20.037	2.773	0.940	900.309
25.999	87.513	80.014	19.976	101.096	20.042	2.514	0.961	900.300
26.500	87.986	80.015	19.976	101.085	20.043	2.519	0.959	900.281
27.000	88.457	80.017	19.977	101.064	20.049	2.217	0.943	900.289
27.500	88.934	80.015	19.977	101.045	20.049	2.326	0.949	900.263
27.999	89.434	80.013	19.977	101.027	20.053	2.161	0.978	900.287
28.500	89.912	80.014	19.976	101.003	20.055	2.153	0.977	900.282
29.000	90.417	80.013	19.976	100.983	20.059	1.966	0.983	900.264
29.499	90.955	80.013	19.977	100.965	20.063	1.836	1.044	900.315
30.000	91.422	80.016	19.976	100.953	20.062	1.991	1.004	900.273
30.500	91.953	80.014	19.977	100.941	20.064	1.853	0.997	900.247
31.000	92.442	80.013	19.977	100.932	20.069	1.569	1.020	900.262
31.500	92.938	80.013	19.975	100.925	20.067	1.745	0.986	900.281
31.999	93.451	80.013	19.977	100.919	20.071	1.436	1.009	900.235
32.499	93.978	80.015	19.977	100.911	20.073	1.255	1.040	900.266
32.999	94.463	80.013	19.976	100.905	20.073	1.281	1.012	900.232
33.500	94.990	80.013	19.976	100.897	20.075	1.268	1.011	900.239
34.000	95.516	80.016	19.976	100.886	20.074	1.401	1.054	900.266
34.499	96.034	80.013	19.975	100.878	20.080	1.040	1.045	900.250
34.999	96.596	80.017	19.975	100.864	20.082	0.979	1.080	900.259
35.500	97.060	80.017	19.975	100.857	20.084	0.939	1.025	900.265
36.000	97.606	80.015	19.975	100.851	20.085	0.908	1.009	900.281
36.500	98.106	80.014	19.976	100.839	20.086	0.912	1.047	900.286
36.999	98.607	80.013	19.975	100.828	20.084	1.067	1.002	900.213
37.500	99.177	80.014	19.976	100.824	20.088	0.779	1.070	900.253
38.000	99.665	80.015	19.977	100.817	20.087	0.862	1.058	900.252
38.500	100.215	80.014	19.976	100.816	20.089	0.678	1.038	900.253
39.000	100.729	80.017	19.977	100.819	20.088	0.676	1.065	900.242
39.500	101.286	80.016	19.976	100.820	20.099	-0.062	1.071	900.253
39.999	101.757	80.015	19.976	100.819	20.095	0.234	1.029	900.233
40.499	102.302	80.016	19.977	100.814	20.095	0.245	1.016	900.228
41.000	102.806	80.014	19.976	100.805	20.094	0.338	1.048	900.220
41.500	103.364	80.013	19.975	100.798	20.096	0.274	1.062	900.215
42.000	103.873	80.014	19.977	100.794	20.095	0.428	1.067	900.207
42.500	104.448	80.014	19.976	100.787	20.101	0.078	1.084	900.226
43.000	104.932	80.014	19.976	100.780	20.100	0.166	1.059	900.208
43.500	105.467	80.013	19.977	100.777	20.099	0.313	1.019	900.222
44.000	105.996	80.012	19.976	100.773	20.103	0.106	1.064	900.196
44.500	106.533	80.013	19.976	100.767	20.102	0.260	1.066	900.205
44.999	107.083	80.014	19.976	100.770	20.099	0.490	1.086	900.188
45.500	107.611	80.013	19.975	100.776	20.098	0.624	1.077	900.207
46.000	108.105	80.017	19.976	100.777	20.103	0.221	1.023	900.214
46.499	108.667	80.018	19.975	100.780	20.102	0.339	1.056	900.194
46.999	109.178	80.019	19.975	100.778	20.105	0.111	1.073	900.186
47.500	109.739	80.017	19.976	100.773	20.104	0.135	1.072	900.183
48.000	110.256	80.016	19.975	100.769	20.107	-0.107	1.078	900.203
48.500	110.796	80.016	19.975	100.767	20.108	-0.253	1.056	900.200
49.000	111.313	80.015	19.976	100.763	20.113	-0.498	1.057	900.183
49.500	111.865	80.014	19.976	100.759	20.109	-0.146	1.070	900.158
50.000	112.404	80.015	19.975	100.753	20.110	-0.186	1.090	900.187
50.500	112.909	80.016	19.976	100.746	20.111	-0.226	1.043	900.165
51.000	113.468	80.013	19.976	100.740	20.109	-0.060	1.064	900.155
51.500	114.012	80.015	19.976	100.736	20.112	-0.325	1.103	900.169
52.000	114.530	80.016	19.976	100.734	20.111	-0.290	1.062	900.133
52.500	115.054	80.014	19.976	100.731	20.112	-0.296	1.043	900.140
53.000	115.582	80.016	19.978	100.727	20.110	-0.144	1.053	900.145
53.500	116.095	80.015	19.976	100.728	20.110	-0.012	1.040	900.176
54.000	116.671	80.016	19.976	100.729	20.108	0.226	1.088	900.135
54.501	117.235	80.017	19.977	100.733	20.107	0.419	1.140	900.163
55.000	117.730	80.018	19.976	100.735	20.111	0.137	1.059	900.130
55.501	118.257	80.019	19.975	100.738	20.112	0.033	1.021	900.148
56.001	118.786	80.019	19.976	100.735	20.112	-0.057	1.056	900.151
56.500	119.332	80.017	19.976	100.727	20.114	-0.301	1.076	900.144
57.000	119.871	80.018	19.977	100.722	20.113	-0.235	1.086	900.144
57.500	120.378	80.017	19.976	100.720	20.109	0.093	1.045	900.144
58.000	120.949	80.019	19.977	100.718	20.110	-0.010	1.077	900.141
58.500	121.487	80.019	19.976	100.718	20.111	-0.074	1.110	900.157
59.000	121.993	80.017	19.977	100.726	20.114	-0.273	1.044	900.107
59.500	122.522	80.017	19.976	100.726	20.115	-0.301	1.034	900.127
60.000	123.042	80.018	19.977	100.721	20.112	-0.026	1.048	900.106
60.500	123.565	80.017	19.977	100.716	20.113	-0.134	1.043	900.095
61.000	124.102	80.018	19.977	100.709	20.111	0.054	1.061	900.121
61.500	124.641	80.015	19.976	100.698	20.113	0.001	1.076	900.108
62.000	125.142	80.013	19.975	100.694	20.110	0.304	1.040	900.085
62.500	125.686	80.017	19.975	100.695	20.112	0.182	1.045	900.106
63.000	126.200	80.014	19.976	100.698	20.110	0.372	1.057	900.113
63.500	126.735	80.014	19.976	100.703	20.110	0.483	1.048	900.060
64.000	127.267	80.013	19.975	100.711	20.110	0.592	1.067	900.096
64.500	127.771	80.015	19.977	100.711	20.109	0.727	1.037	900.078
65.000	128.305	80.015	19.976	100.709	20.110	0.567	1.038	900.102
65.500	128.818	80.017	19.977	100.707	20.108	0.795	1.047	900.100
66.000	129.353	80.017	19.977	100.705	20.105	0.928	1.048	900.104
66.500	129.903	80.018	19.976	100.704	20.104	1.023	1.085	900.086
67.001	130.438	80.016	19.976	100.703	20.106	0.742	1.084	900.087
67.500	130.976	80.016	19.975	100.703	20.107	0.670	1.073	900.088
68.000	131.482	80.019	19.976	100.702	20.110	0.429	1.044	900.084
68.500	132.015	80.017	19.977	100.699	20.109	0.567	1.040	900.043
69.000	132.552	80.016	19.976	100.691	20.108	0.695	1.070	900.031
69.500	133.090	80.015	19.976	100.685	20.105	1.006	1.075	900.105
70.000	133.599	80.014	19.977	100.683	20.103	1.165	1.047	900.054
70.500	134.112	80.015	19.976	100.679	20.101	1.333	1.023	900.083
71.000	134.652	80.016	19.976	100.671	20.100	1.403	1.053	900.036
71.500	135.153	80.016	19.976	100.666	20.101	1.269	1.040	900.052
72.000	135.716	80.017	19.977	100.667	20.103	1.083	1.063	900.053
72.501	136.199	80.015	19.976	100.665	20.100	1.259	1.046	900.054
73.000	136.730	80.015	19.976	100.665	20.100	1.232	1.015	900.057
73.500	137.293	80.017	19.977	100.670	20.098	1.357	1.095	900.056
74.000	137.801	80.016	19.977	100.675	20.095	1.605	1.071	900.034
74.500	138.331	80.017	19.977	100.680	20.097	1.441	1.039	900.026
75.000	138.856	80.015	19.977	100.681	20.099	1.343	1.056	900.018
75.500	139.364	80.017	19.978	100.678	20.097	1.572	1.032	900.032
76.000	139.872	80.019	19.976	100.672	20.098	1.599	1.016	900.016
76.500	140.374	80.016	19.977	100.669	20.093	1.980	1.010	900.005
77.000	140.914	80.016	19.978	100.664	20.090	2.274	1.041	900.000
77.500	141.429	80.017	19.977	100.663	20.090	2.383	1.055	900.014
78.000	141.942	80.016	19.977	100.662	20.085	2.746	1.029	900.013
78.500	142.467	80.017	19.976	100.666	20.089	2.482	1.037	900.008
79.000	143.016	80.019	19.977	100.666	20.087	2.587	1.073	900.015
79.500	143.526	80.019	19.977	100.671	20.090	2.399	1.059	900.009
80.000	144.029	80.019	19.976	100.673	20.085	2.672	1.013	899.986
80.500	144.562	80.018	19.976	100.680	20.088	2.409	1.036	900.006
81.000	145.065	80.017	19.977	100.681	20.085	2.550	1.037	900.032
81.500	145.569	80.018	19.976	100.679	20.083	2.696	1.007	899.990
82.000	146.128	80.017	19.976	100.674	20.084	2.615	1.063	900.011
82.500	146.658	80.016	19.978	100.671	20.084	2.685	1.089	900.005
83.000	147.164	80.016	19.977	100.665	20.084	2.688	1.036	899.982
83.500	147.664	80.015	19.977	100.661	20.087	2.442	1.007	899.964
84.000	148.223	80.016	19.976	100.661	20.083	2.797	1.059	899.977
84.500	148.703	80.017	19.976	100.654	20.080	3.089	1.038	899.978
85.000	149.220	80.016	19.977	100.649	20.080	3.134	0.997	899.978
85.500	149.730	80.017	19.976	100.646	20.078	3.214	1.027	899.967
86.000	150.237	80.017	19.976	100.648	20.073	3.647	1.016	899.985
86.501	150.765	80.018	19.977	100.649	20.075	3.524	1.034	899.971
87.001	151.265	80.019	19.976	100.654	20.075	3.515	1.028	899.969
87.500	151.796	80.017	19.976	100.657	20.074	3.647	1.032	899.967
88.000	152.311	80.018	19.977	100.661	20.069	4.032	1.046	899.960
88.501	152.841	80.017	19.977	100.663	20.071	3.881	1.045	899.953
89.001	153.349	80.016	19.977	100.666	20.069	4.093	1.038	899.970
89.500	153.863	80.018	19.976	100.666	20.066	4.400	1.023	899.974
90.000	154.376	80.017	19.976	100.664	20.068	4.231	1.028	899.960
90.500	154.890	80.017	19.977	100.661	20.065	4.483	1.026	899.971
91.000	155.401	80.016	19.977	100.655	20.062	4.745	1.024	899.935
91.501	155.935	80.017	19.977	100.651	20.062	4.775	1.045	899.929
92.001	156.425	80.019	19.976	100.652	20.060	4.763	1.024	899.951
92.501	156.933	80.018	19.976	100.653	20.061	4.580	0.999	899.935
93.000	157.447	80.016	19.976	100.653	20.054	5.067	1.022	899.945
93.501	157.987	80.018	19.977	100.653	20.054	5.040	1.053	899.904
94.001	158.474	80.018	19.977	100.650	20.051	5.266	1.027	899.925
94.500	159.013	80.016	19.977	100.647	20.049	5.452	1.027	899.953
95.000	159.538	80.020	19.976	100.646	20.052	5.272	1.064	899.907
95.501	160.045	80.018	19.976	100.646	20.051	5.325	1.032	899.902
96.000	160.529	80.015	19.977	100.646	20.049	5.546	0.992	899.949
96.500	161.061	80.013	19.976	100.642	20.043	6.028	1.015	899.947
97.001	161.555	80.013	19.976	100.635	20.042	6.122	1.025	899.890
97.501	162.089	80.016	19.976	100.631	20.034	6.670	1.028	899.929
98.001	162.571	80.017	19.976	100.629	20.036	6.449	1.017	899.917
98.501	163.123	80.015	19.976	100.627	20.032	6.771	1.034	899.911
99.001	163.643	80.019	19.977	100.633	20.028	7.043	1.071	899.916
99.501	164.133	80.018	19.977	100.645	20.026	7.183	1.010	899.942
100.000	164.658	80.018	19.976	100.652	20.024	7.360	1.016	899.901
100.500	165.182	80.020	19.976	100.656	20.021	7.667	1.049	899.924
101.000	165.647	80.019	19.976	100.660	20.014	8.265	0.989	899.901
101.501	166.175	80.017	19.976	100.658	20.015	8.206	0.993	899.896
102.001	166.669	80.018	19.977	100.651	20.008	8.743	1.021	899.917
102.501	167.190	80.017	19.976	100.647	20.004	9.109	1.015	899.897
103.001	167.703	80.019	19.977	100.646	19.999	9.501	1.034	899.894
103.501	168.204	80.017	19.977	100.643	19.995	9.804	1.014	899.930
104.000	168.725	80.017	19.976	100.643	19.990	10.179	1.023	899.879
104.500	169.229	80.020	19.977	100.646	19.984	10.735	1.026	899.851
105.000	169.726	80.016	19.978	100.649	19.983	10.893	1.001	899.873
105.501	170.263	80.018	19.977	100.650	19.976	11.407	1.032	899.903
106.001	170.782	80.019	19.977	100.652	19.970	11.831	1.055	899.843
106.501	171.279	80.021	19.977	100.653	19.966	12.180	1.016	899.889
107.001	171.751	80.019	19.976	100.655	19.959	12.755	0.970	899.901
107.500	172.302	80.018	19.976	100.649	19.958	12.813	1.024	899.869
108.000	172.796	80.017	19.975	100.645	19.950	13.335	1.045	899.852
108.500	173.293	80.019	19.975	100.642	19.947	13.563	0.990	899.855
109.001	173.810	80.017	19.976	100.640	19.942	13.899	1.014	899.885
109.501	174.310	80.016	19.975	100.637	19.934	14.491	1.017	899.849
110.001	174.833	80.018	19.976	100.636	19.928	14.963	1.022	899.868
110.501	175.368	80.017	19.977	100.632	19.925	15.267	1.058	899.879
111.001	175.872	80.017	19.976	100.635	19.920	15.654	1.040	899.852
111.500	176.372	80.016	19.975	100.633	19.912	16.278	1.005	899.863
112.000	176.892	80.016	19.974	100.625	19.905	16.872	1.019	899.844
112.501	177.388	80.016	19.975	100.622	19.901	17.281	1.015	899.867
113.001	177.902	80.017	19.976	100.622	19.894	17.775	1.011	899.862
113.500	178.394	80.018	19.976	100.618	19.887	18.300	1.007	899.838
114.000	178.905	80.020	19.975	100.617	19.884	18.613	1.003	899.822
114.501	179.389	80.016	19.976	100.622	19.879	19.029	0.994	899.815
115.001	179.991	80.016	19.976	100.623	19.871	19.610	1.085	899.860
115.501	180.478	80.018	19.976	100.625	19.871	19.757	1.089	899.835
116.001	180.983	80.018	19.978	100.628	19.865	20.259	0.992	899.835
116.501	181.473	80.020	19.977	100.631	19.863	20.320	0.995	899.850
117.001	181.980	80.019	19.978	100.634	19.854	21.047	0.998	899.847
117.500	182.486	80.018	19.978	100.629	19.848	21.518	1.014	899.813
118.000	183.005	80.019	19.977	100.623	19.843	21.966	1.023	899.855
118.501	183.483	80.017	19.977	100.621	19.840	22.218	0.996	899.844
119.001	184.018	80.019	19.978	100.617	19.832	22.818	1.014	899.828
119.501	184.523	80.020	19.976	100.612	19.831	22.976	1.039	899.847
