File Name:	PMMA_DE_6mm_60Kmin_4mg_R3.txt
Version: 8.3.7.3
Date:	05 Sep 2024
Operator:	KH
Test ID:	PMMA_DE_6mm_4mg_60K_R3
Sample ID:	PMMA_DE_6mm_4mg
Sample Mass (mg):	4.0900
Sample Cup Mass (mg):	186.2800
End Total Mass (mg):	0.0000
Heating Rate (C/s):	1.0000
Combuster Temperature (C):	900.0
N2 Flow Rate (cc/min):	80.0
O2 Flow Rate (cc/min):	20.0
Calibration File:	Coeff.txt
T Correction Coefficients:	0.308738730	0.013615500	0.000000000
Time Shift (s):	10.0
Pre-Test Comments:
Post-Test Comments:
Baseline Flow:	100.240
Baseline O2:	20.196
Instrument ID:
@
Time (s)	Temperature (C)	N2 Flow (cc/min)	O2 Flow (cc/min)	Total Flow (cc/min)	Oxygen (%)	HRR (W/g)	Heating Rate (C/s)	Combustor Temp (C)
308.002	373.745	80.017	19.976	100.592	15.991	309.773	1.016	899.351
308.502	374.232	80.016	19.976	100.609	15.956	312.603	1.010	899.336
309.002	374.734	80.016	19.977	100.629	15.919	315.550	0.988	899.316
309.503	375.218	80.017	19.977	100.643	15.879	318.743	0.985	899.322
310.003	375.689	80.015	19.976	100.652	15.846	321.227	0.955	899.361
310.503	376.183	80.018	19.978	100.656	15.811	323.853	0.965	899.333
311.003	376.682	80.018	19.977	100.665	15.782	326.137	0.994	899.339
311.502	377.198	80.016	19.977	100.669	15.758	327.974	1.015	899.337
312.002	377.653	80.018	19.977	100.675	15.734	329.770	0.970	899.320
312.503	378.173	80.017	19.976	100.682	15.719	330.809	0.976	899.369
313.003	378.691	80.016	19.977	100.695	15.713	331.214	1.038	899.321
313.502	379.148	80.015	19.977	100.700	15.712	331.237	0.975	899.333
314.002	379.665	80.013	19.975	100.697	15.716	330.710	0.974	899.345
314.502	380.161	80.014	19.976	100.683	15.726	329.875	1.013	899.326
315.002	380.674	80.015	19.976	100.669	15.721	330.130	1.008	899.326
315.503	381.172	80.014	19.975	100.649	15.711	330.654	1.010	899.344
316.003	381.662	80.014	19.976	100.626	15.700	331.364	0.988	899.364
316.503	382.162	80.014	19.976	100.608	15.689	332.135	0.990	899.347
317.003	382.640	80.016	19.976	100.593	15.681	332.743	0.977	899.337
317.503	383.142	80.018	19.977	100.588	15.663	333.969	0.980	899.363
318.003	383.651	80.017	19.976	100.584	15.648	335.069	1.011	899.359
318.503	384.157	80.015	19.976	100.577	15.635	336.205	1.015	899.351
319.003	384.637	80.013	19.977	100.571	15.623	337.225	0.987	899.351
319.503	385.157	80.012	19.977	100.571	15.617	337.756	1.000	899.381
320.003	385.641	80.013	19.977	100.569	15.615	337.996	1.004	899.318
320.503	386.176	80.014	19.977	100.573	15.617	337.852	1.018	899.322
321.003	386.605	80.012	19.977	100.588	15.600	339.072	0.964	899.339
321.503	387.143	80.014	19.977	100.613	15.571	341.149	0.968	899.341
322.002	387.640	80.013	19.977	100.628	15.543	343.203	1.036	899.363
322.502	388.146	80.016	19.977	100.630	15.530	344.140	1.003	899.385
323.002	388.636	80.018	19.977	100.645	15.541	343.354	0.996	899.343
323.502	389.154	80.016	19.977	100.653	15.565	341.565	1.007	899.414
324.003	389.651	80.015	19.978	100.653	15.595	339.346	1.014	899.359
324.503	390.150	80.016	19.978	100.661	15.635	336.316	0.997	899.335
325.003	390.661	80.016	19.978	100.673	15.659	334.290	1.011	899.374
325.503	391.144	80.018	19.978	100.663	15.678	332.602	0.994	899.359
326.003	391.646	80.016	19.977	100.646	15.684	332.033	0.985	899.359
326.503	392.148	80.016	19.976	100.633	15.679	332.311	1.003	899.397
327.003	392.647	80.018	19.977	100.623	15.675	332.644	1.001	899.336
327.503	393.140	80.016	19.976	100.614	15.673	332.830	0.992	899.361
328.003	393.643	80.017	19.975	100.615	15.681	332.302	0.996	899.356
328.503	394.161	80.020	19.977	100.628	15.691	331.525	1.022	899.385
329.003	394.650	80.019	19.976	100.639	15.713	330.022	1.008	899.370
329.503	395.147	80.017	19.977	100.635	15.727	328.366	0.985	899.357
330.003	395.622	80.016	19.977	100.631	15.731	327.593	0.972	899.381
330.503	396.133	80.015	19.976	100.630	15.720	328.027	0.986	899.354
331.003	396.616	80.016	19.975	100.626	15.720	327.980	0.993	899.374
331.503	397.135	80.014	19.977	100.625	15.739	326.700	1.003	899.340
332.003	397.643	80.016	19.976	100.649	15.767	324.533	1.028	899.374
332.502	398.150	80.017	19.977	100.677	15.805	322.131	1.014	899.361
333.003	398.684	80.015	19.978	100.698	15.837	320.138	1.041	899.386
333.503	399.151	80.016	19.977	100.714	15.850	319.393	1.001	899.384
334.003	399.662	80.016	19.977	100.718	15.854	319.262	0.978	899.351
334.503	400.179	80.014	19.976	100.704	15.865	318.528	1.028	899.389
335.003	400.653	80.016	19.976	100.689	15.836	320.956	0.991	899.393
335.503	401.176	80.016	19.977	100.688	15.754	327.541	0.997	899.383
336.003	401.655	80.017	19.976	100.691	15.685	333.445	1.002	899.384
336.503	402.162	80.017	19.975	100.696	15.682	334.576	0.985	899.382
337.004	402.653	80.015	19.976	100.758	15.743	330.694	0.998	899.363
337.504	403.180	80.015	19.976	100.814	15.821	325.443	1.020	899.380
338.003	403.715	80.017	19.976	100.838	15.887	320.867	1.062	899.402
338.503	404.165	80.014	19.977	100.842	15.932	317.625	0.984	899.406
339.003	404.669	80.017	19.977	100.842	15.977	314.173	0.954	899.372
339.503	405.167	80.015	19.976	100.793	16.031	309.921	1.002	899.364
340.003	405.660	80.016	19.976	100.750	16.100	304.731	0.992	899.383
340.502	406.181	80.018	19.976	100.732	16.179	298.895	1.014	899.353
341.002	406.689	80.016	19.977	100.726	16.269	292.333	1.028	899.390
341.503	407.180	80.017	19.977	100.722	16.362	285.455	0.998	899.382
342.003	407.682	80.015	19.976	100.704	16.445	279.205	0.994	899.379
342.503	408.173	80.013	19.978	100.673	16.518	273.673	0.994	899.373
343.003	408.699	80.015	19.977	100.616	16.583	268.670	1.017	899.383
343.503	409.224	80.015	19.977	100.531	16.646	263.815	1.051	899.371
344.003	409.679	80.015	19.978	100.446	16.711	258.829	0.979	899.370
344.503	410.186	80.017	19.977	100.381	16.780	253.550	0.961	899.390
345.003	410.711	80.017	19.977	100.338	16.847	248.570	1.032	899.350
345.503	411.218	80.016	19.976	100.329	16.915	243.527	1.031	899.377
346.003	411.705	80.015	19.976	100.351	16.983	238.497	0.995	899.392
346.503	412.221	80.013	19.978	100.379	17.048	233.588	1.004	899.372
347.003	412.752	80.013	19.977	100.393	17.126	227.715	1.047	899.391
347.503	413.240	80.015	19.977	100.392	17.203	221.799	1.019	899.394
348.003	413.793	80.015	19.977	100.380	17.282	215.722	1.041	899.367
348.503	414.268	80.014	19.976	100.374	17.367	209.113	1.028	899.414
349.003	414.756	80.014	19.976	100.376	17.456	202.159	0.963	899.397
349.503	415.292	80.014	19.978	100.388	17.553	194.592	1.025	899.412
350.003	415.817	80.019	19.978	100.409	17.644	187.466	1.062	899.388
350.503	416.334	80.018	19.978	100.425	17.740	179.933	1.042	899.383
351.003	416.826	80.017	19.977	100.440	17.836	172.547	1.008	899.399
351.503	417.334	80.016	19.976	100.453	17.932	165.088	1.000	899.435
352.003	417.828	80.015	19.976	100.460	18.025	157.846	1.001	899.402
352.504	418.348	80.016	19.976	100.459	18.113	150.987	1.013	899.418
353.004	418.870	80.016	19.977	100.458	18.205	143.815	1.043	899.383
353.503	419.371	80.016	19.978	100.458	18.290	137.264	1.024	899.397
354.003	419.887	80.016	19.978	100.463	18.373	130.806	1.017	899.414
354.503	420.392	80.016	19.977	100.467	18.452	124.571	1.021	899.408
355.003	420.895	80.016	19.978	100.483	18.528	118.724	1.008	899.402
355.503	421.399	80.019	19.978	100.509	18.605	112.753	1.007	899.413
356.003	421.923	80.017	19.978	100.535	18.675	107.352	1.029	899.420
356.502	422.411	80.018	19.978	100.558	18.744	101.964	1.012	899.409
357.002	422.944	80.016	19.977	100.588	18.812	96.673	1.021	899.406
357.502	423.460	80.018	19.977	100.611	18.878	91.615	1.049	899.413
358.003	423.914	80.017	19.978	100.635	18.937	87.054	0.969	899.397
358.504	424.449	80.018	19.977	100.653	18.998	82.354	0.988	899.428
359.003	424.963	80.017	19.978	100.674	19.055	77.976	1.049	899.405
359.503	425.462	80.020	19.978	100.695	19.108	73.904	1.013	899.435
360.004	425.948	80.018	19.977	100.712	19.159	70.087	0.985	899.413
360.504	426.451	80.018	19.977	100.729	19.208	66.319	0.990	899.416
361.003	426.977	80.021	19.978	100.747	19.263	62.217	1.028	899.391
361.503	427.452	80.019	19.977	100.765	19.307	58.916	1.000	899.413
362.003	427.958	80.018	19.978	100.779	19.351	55.625	0.982	899.451
362.503	428.476	80.016	19.976	100.792	19.391	52.697	1.025	899.410
363.003	428.963	80.015	19.976	100.804	19.435	49.390	1.005	899.425
363.503	429.462	80.020	19.977	100.816	19.473	46.617	0.985	899.391
364.003	429.971	80.018	19.976	100.827	19.510	43.894	1.007	899.410
364.503	430.482	80.018	19.976	100.836	19.545	41.298	1.021	899.426
365.002	430.968	80.020	19.976	100.846	19.579	38.842	0.998	899.419
365.502	431.465	80.018	19.976	100.852	19.612	36.426	0.984	899.412
366.002	431.957	80.020	19.976	100.857	19.643	34.265	0.989	899.421
366.503	432.444	80.021	19.977	100.860	19.674	32.090	0.978	899.399
367.003	432.970	80.020	19.975	100.860	19.698	30.380	1.013	899.430
367.503	433.451	80.019	19.975	100.860	19.726	28.479	1.007	899.421
368.003	433.976	80.018	19.975	100.862	19.751	26.740	1.005	899.414
368.503	434.466	80.016	19.975	100.860	19.774	25.201	1.014	899.454
369.004	434.966	80.017	19.975	100.854	19.800	23.323	0.990	899.423
369.504	435.460	80.013	19.974	100.850	19.822	21.790	0.995	899.425
370.003	435.955	80.015	19.974	100.845	19.843	20.342	0.989	899.412
370.503	436.441	80.016	19.976	100.838	19.856	19.526	0.981	899.400
371.003	436.964	80.015	19.975	100.830	19.875	18.176	1.010	899.447
371.503	437.472	80.019	19.975	100.825	19.894	16.844	1.031	899.409
372.003	437.981	80.020	19.975	100.819	19.911	15.620	1.016	899.417
372.503	438.489	80.017	19.974	100.811	19.931	14.239	1.017	899.453
373.004	439.014	80.016	19.975	100.802	19.942	13.475	1.034	899.466
373.503	439.477	80.016	19.974	100.790	19.959	12.265	0.988	899.455
374.003	439.993	80.017	19.974	100.780	19.974	11.289	0.979	899.416
374.504	440.498	80.019	19.976	100.766	19.987	10.440	1.020	899.452
375.004	440.993	80.017	19.975	100.752	19.998	9.717	1.000	899.432
375.503	441.482	80.016	19.975	100.739	20.011	8.900	0.985	899.444
376.003	442.002	80.019	19.976	100.730	20.024	8.061	1.010	899.457
376.503	442.493	80.017	19.975	100.719	20.035	7.409	1.010	899.497
377.003	442.973	80.018	19.975	100.710	20.043	6.979	0.971	899.466
377.503	443.491	80.018	19.976	100.702	20.050	6.600	0.999	899.464
378.003	443.984	80.019	19.976	100.691	20.062	5.861	1.011	899.443
378.503	444.461	80.018	19.976	100.683	20.070	5.346	0.970	899.500
379.003	444.984	80.019	19.976	100.675	20.073	5.255	1.000	899.470
379.503	445.468	80.021	19.976	100.667	20.084	4.518	1.007	899.485
380.003	446.001	80.022	19.977	100.663	20.093	3.849	1.017	899.492
380.503	446.479	80.021	19.977	100.656	20.095	3.703	1.011	899.500
381.003	446.975	80.022	19.977	100.649	20.107	2.911	0.974	899.496
381.503	447.478	80.021	19.977	100.641	20.112	2.655	0.998	899.516
382.004	447.963	80.021	19.976	100.630	20.116	2.390	0.987	899.516
382.503	448.472	80.021	19.975	100.617	20.124	1.949	0.995	899.498
383.003	448.973	80.020	19.976	100.607	20.131	1.624	1.011	899.480
383.504	449.478	80.017	19.976	100.595	20.132	1.560	1.004	899.514
384.004	449.972	80.017	19.976	100.581	20.140	0.960	0.998	899.475
384.504	450.467	80.017	19.976	100.569	20.144	0.708	0.990	899.491
385.004	450.962	80.018	19.975	100.557	20.153	0.087	0.991	899.510
385.504	451.464	80.018	19.976	100.549	20.155	-0.061	0.997	899.521
386.004	451.963	80.018	19.976	100.541	20.158	-0.256	1.001	899.531
386.503	452.478	80.020	19.976	100.533	20.164	-0.535	1.014	899.521
387.003	452.985	80.020	19.977	100.527	20.165	-0.484	1.021	899.519
387.504	453.459	80.018	19.976	100.527	20.168	-0.612	0.981	899.534
388.004	453.941	80.020	19.975	100.525	20.175	-1.030	0.957	899.506
388.504	454.443	80.020	19.977	100.519	20.176	-1.065	0.983	899.495
389.004	454.953	80.019	19.976	100.513	20.177	-1.057	1.012	899.473
389.504	455.425	80.018	19.977	100.506	20.178	-1.055	0.982	899.530
390.004	455.938	80.018	19.977	100.493	20.181	-1.131	0.984	899.511
390.504	456.443	80.021	19.977	100.476	20.181	-1.150	1.020	899.520
391.003	456.965	80.020	19.977	100.477	20.183	-1.218	1.027	899.515
391.504	457.447	80.018	19.977	100.480	20.186	-1.419	1.002	899.472
392.005	457.928	80.019	19.976	100.479	20.185	-1.393	0.963	899.557
392.504	458.423	80.018	19.976	100.478	20.185	-1.401	0.977	899.523
393.003	458.934	80.021	19.976	100.476	20.188	-1.592	1.007	899.543
393.503	459.428	80.022	19.975	100.463	20.190	-1.637	1.005	899.542
394.003	459.943	80.022	19.976	100.452	20.189	-1.466	1.009	899.515
394.503	460.464	80.021	19.976	100.447	20.192	-1.632	1.036	899.556
395.004	460.927	80.019	19.976	100.440	20.195	-1.831	0.983	899.545
395.504	461.446	80.018	19.976	100.438	20.195	-1.782	0.982	899.549
396.004	461.937	80.021	19.976	100.433	20.196	-1.867	1.011	899.529
396.504	462.448	80.019	19.977	100.426	20.196	-1.880	1.003	899.538
397.003	462.929	80.018	19.977	100.415	20.194	-1.668	0.991	899.520
397.504	463.457	80.020	19.976	100.409	20.196	-1.795	1.008	899.566
398.004	463.963	80.019	19.977	100.406	20.197	-1.809	1.034	899.542
398.503	464.449	80.020	19.976	100.404	20.196	-1.645	0.992	899.563
399.003	464.947	80.022	19.975	100.406	20.195	-1.542	0.984	899.536
399.503	465.445	80.021	19.976	100.409	20.198	-1.789	0.997	899.544
400.003	465.952	80.021	19.976	100.407	20.195	-1.451	1.005	899.568
400.504	466.435	80.020	19.976	100.402	20.193	-1.324	0.989	899.530
401.004	466.941	80.019	19.976	100.394	20.195	-1.366	0.989	899.581
401.503	467.417	80.020	19.975	100.389	20.197	-1.525	0.983	899.605
402.003	467.932	80.019	19.976	100.385	20.194	-1.267	0.990	899.587
402.504	468.438	80.019	19.976	100.381	20.197	-1.422	1.019	899.574
403.004	468.953	80.020	19.975	100.383	20.195	-1.330	1.021	899.524
403.504	469.415	80.019	19.976	100.386	20.196	-1.447	0.978	899.564
404.003	469.915	80.020	19.976	100.382	20.196	-1.406	0.963	899.600
404.503	470.427	80.021	19.976	100.379	20.200	-1.798	1.012	899.561
405.003	470.926	80.020	19.977	100.376	20.198	-1.677	1.010	899.598
405.504	471.407	80.020	19.978	100.371	20.195	-1.437	0.980	899.580
406.003	471.928	80.020	19.977	100.366	20.196	-1.573	1.003	899.558
406.503	472.412	80.023	19.977	100.364	20.200	-1.879	1.006	899.607
407.003	472.898	80.022	19.976	100.362	20.201	-1.945	0.970	899.583
407.503	473.403	80.020	19.977	100.361	20.204	-2.141	0.991	899.621
408.003	473.910	80.019	19.977	100.355	20.202	-2.024	1.012	899.586
408.503	474.403	80.020	19.976	100.353	20.199	-1.751	1.001	899.547
409.003	474.903	80.019	19.977	100.350	20.197	-1.564	0.993	899.610
409.503	475.420	80.021	19.977	100.346	20.194	-1.184	1.015	899.580
410.004	475.884	80.020	19.976	100.347	20.199	-1.503	0.981	899.609
410.504	476.387	80.020	19.976	100.351	20.201	-1.546	0.968	899.592
411.004	476.883	80.021	19.978	100.352	20.199	-1.317	0.999	899.584
411.504	477.409	80.019	19.977	100.354	20.200	-1.402	1.023	899.640
412.003	477.883	80.023	19.977	100.359	20.201	-1.506	1.000	899.609
412.504	478.383	80.023	19.976	100.359	20.201	-1.577	0.974	899.635
413.004	478.927	80.020	19.976	100.359	20.200	-1.630	1.044	899.595
413.504	479.388	80.020	19.977	100.361	20.200	-1.580	1.005	899.601
414.004	479.901	80.020	19.976	100.362	20.201	-1.642	0.974	899.626
414.504	480.408	80.019	19.976	100.358	20.201	-1.580	1.020	899.630
415.004	480.919	80.022	19.976	100.362	20.203	-1.745	1.018	899.616
415.503	481.373	80.021	19.975	100.364	20.203	-1.772	0.965	899.619
416.004	481.901	80.020	19.976	100.358	20.201	-1.595	0.981	899.645
416.504	482.394	80.017	19.977	100.354	20.202	-1.696	1.022	899.629
417.003	482.908	80.017	19.977	100.346	20.200	-1.484	1.007	899.656
417.504	483.404	80.017	19.977	100.334	20.200	-1.520	1.010	899.664
418.003	483.862	80.019	19.976	100.327	20.199	-1.436	0.954	899.642
418.504	484.393	80.019	19.976	100.326	20.200	-1.447	0.989	899.645
419.004	484.852	80.020	19.976	100.328	20.200	-1.432	0.989	899.645
419.504	485.378	80.021	19.976	100.336	20.201	-1.505	0.984	899.590
420.004	485.876	80.022	19.975	100.341	20.200	-1.383	1.024	899.475
420.504	486.361	80.023	19.976	100.345	20.198	-1.310	0.985	899.651
421.003	486.867	80.021	19.975	100.343	20.202	-1.595	0.992	899.623
421.503	487.348	80.020	19.975	100.340	20.203	-1.715	0.987	899.635
422.003	487.849	80.019	19.977	100.335	20.199	-1.454	0.982	899.573
422.504	488.380	80.018	19.976	100.336	20.203	-1.752	1.031	899.661
423.003	488.881	80.020	19.976	100.334	20.202	-1.757	1.032	899.635
423.503	489.371	80.020	19.976	100.338	20.203	-1.742	0.991	899.672
424.003	489.901	80.018	19.976	100.338	20.202	-1.647	1.020	899.658
424.503	490.348	80.020	19.976	100.339	20.202	-1.642	0.977	899.676
425.003	490.872	80.019	19.977	100.336	20.203	-1.677	0.970	899.649
425.504	491.401	80.019	19.977	100.336	20.203	-1.669	1.051	899.633
426.004	491.874	80.021	19.977	100.331	20.202	-1.566	1.003	899.645
426.504	492.366	80.021	19.977	100.333	20.202	-1.611	0.966	899.668
427.003	492.879	80.021	19.976	100.332	20.198	-1.323	1.004	899.668
427.504	493.341	80.021	19.977	100.328	20.200	-1.397	0.975	899.633
428.004	493.865	80.021	19.976	100.330	20.199	-1.354	0.986	899.651
428.504	494.401	80.021	19.976	100.335	20.197	-1.254	1.059	899.664
429.005	494.866	80.020	19.975	100.336	20.201	-1.536	1.000	899.646
429.505	495.342	80.019	19.975	100.341	20.200	-1.426	0.942	899.689
430.004	495.872	80.021	19.976	100.343	20.201	-1.546	1.007	899.665
430.504	496.383	80.019	19.975	100.339	20.204	-1.746	1.041	899.665
431.004	496.870	80.019	19.976	100.337	20.203	-1.653	0.999	899.673
431.503	497.357	80.022	19.976	100.334	20.205	-1.745	0.974	899.708
432.004	497.870	80.019	19.975	100.335	20.204	-1.639	0.999	899.681
432.504	498.335	80.017	19.976	100.337	20.204	-1.675	0.979	899.685
433.003	498.850	80.017	19.976	100.334	20.204	-1.741	0.981	899.694
433.503	499.329	80.018	19.976	100.331	20.204	-1.679	0.993	899.679
434.004	499.849	80.017	19.976	100.332	20.205	-1.694	0.998	899.659
434.504	500.349	80.017	19.976	100.329	20.207	-1.931	1.020	899.675
435.004	500.812	80.016	19.975	100.327	20.206	-1.816	0.965	899.682
435.503	501.312	80.018	19.976	100.335	20.201	-1.386	0.964	899.642
436.003	501.820	80.016	19.976	100.335	20.204	-1.602	1.008	899.658
436.504	502.313	80.019	19.975	100.333	20.204	-1.621	1.000	899.679
437.005	502.821	80.022	19.976	100.333	20.203	-1.567	1.000	899.679
437.505	503.322	80.018	19.975	100.335	20.202	-1.480	1.010	899.678
438.004	503.833	80.017	19.976	100.330	20.204	-1.582	1.013	899.661
438.504	504.294	80.016	19.977	100.332	20.204	-1.673	0.972	899.703
439.004	504.814	80.017	19.977	100.328	20.204	-1.689	0.981	899.708
439.504	505.311	80.019	19.977	100.326	20.203	-1.623	1.018	899.693
440.004	505.787	80.018	19.976	100.327	20.204	-1.725	0.973	899.697
440.504	506.289	80.016	19.976	100.329	20.205	-1.855	0.977	899.673
441.004	506.799	80.018	19.977	100.326	20.205	-1.856	1.012	899.696
441.504	507.274	80.018	19.977	100.328	20.205	-1.903	0.986	899.700
442.004	507.761	80.020	19.975	100.331	20.205	-1.845	0.962	899.689
442.504	508.261	80.019	19.976	100.325	20.206	-1.900	0.986	899.702
443.005	508.780	80.015	19.976	100.319	20.204	-1.708	1.019	899.694
443.505	509.298	80.017	19.975	100.318	20.207	-1.906	1.037	899.724
444.004	509.811	80.019	19.976	100.322	20.204	-1.639	1.032	899.682
444.504	510.310	80.019	19.976	100.322	20.206	-1.837	1.014	899.716
445.003	510.819	80.020	19.976	100.323	20.204	-1.731	1.008	899.710
445.504	511.281	80.019	19.976	100.325	20.209	-2.087	0.970	899.710
446.004	511.806	80.020	19.976	100.325	20.203	-1.719	0.986	899.710
446.504	512.302	80.023	19.977	100.324	20.204	-1.830	1.020	899.747
447.005	512.818	80.021	19.977	100.327	20.207	-2.100	1.012	899.743
447.504	513.306	80.024	19.976	100.331	20.204	-1.838	1.005	899.727
448.004	513.804	80.023	19.976	100.336	20.204	-1.750	0.987	899.738
448.503	514.294	80.022	19.976	100.338	20.202	-1.487	0.988	899.746
449.004	514.791	80.022	19.975	100.337	20.204	-1.649	0.986	899.715
449.504	515.308	80.022	19.975	100.332	20.202	-1.417	1.014	899.741
450.004	515.768	80.024	19.975	100.331	20.204	-1.548	0.978	899.729
450.504	516.318	80.021	19.975	100.328	20.203	-1.547	1.011	899.741
451.004	516.779	80.021	19.975	100.324	20.204	-1.690	1.010	899.753
451.504	517.318	80.023	19.975	100.322	20.202	-1.600	0.999	899.760
452.004	517.785	80.024	19.975	100.326	20.204	-1.750	1.007	899.775
452.504	518.291	80.022	19.975	100.328	20.205	-1.831	0.973	899.758
453.004	518.804	80.025	19.975	100.333	20.208	-1.940	1.019	899.757
453.504	519.287	80.026	19.976	100.339	20.205	-1.712	0.997	899.747
454.004	519.778	80.022	19.976	100.343	20.209	-1.964	0.974	899.765
454.505	520.299	80.022	19.976	100.342	20.209	-1.972	1.011	899.755
455.005	520.791	80.021	19.976	100.337	20.208	-1.939	1.013	899.800
455.505	521.293	80.023	19.977	100.330	20.206	-1.873	0.995	899.799
456.004	521.793	80.024	19.976	100.323	20.207	-1.984	1.003	899.780
456.504	522.291	80.021	19.975	100.318	20.207	-2.012	0.998	899.811
457.004	522.793	80.021	19.976	100.314	20.206	-1.858	0.999	899.829
457.505	523.286	80.020	19.976	100.319	20.208	-1.968	0.995	899.801
458.005	523.771	80.020	19.976	100.325	20.207	-1.900	0.977	899.816
458.505	524.273	80.023	19.975	100.333	20.206	-1.777	0.987	899.771
459.004	524.781	80.023	19.976	100.333	20.207	-1.730	1.011	899.786
459.504	525.283	80.022	19.977	100.334	20.206	-1.710	1.010	899.787
460.004	525.780	80.021	19.975	100.327	20.204	-1.545	0.999	899.803
460.505	526.253	80.021	19.976	100.322	20.203	-1.467	0.969	899.803
461.005	526.756	80.022	19.976	100.318	20.207	-1.790	0.976	899.817
461.504	527.260	80.020	19.976	100.320	20.209	-1.954	1.007	899.837
462.005	527.787	80.022	19.975	100.322	20.207	-1.805	1.031	899.817
462.505	528.274	80.022	19.975	100.325	20.209	-1.964	1.014	899.821
463.005	528.761	80.022	19.976	100.329	20.208	-1.931	0.974	899.798
463.505	529.304	80.024	19.976	100.334	20.209	-2.023	1.031	899.823
464.005	529.778	80.023	19.976	100.332	20.206	-1.830	1.018	899.864
464.504	530.293	80.023	19.975	100.330	20.208	-1.912	0.989	899.830
465.004	530.745	80.023	19.975	100.327	20.208	-1.874	0.967	899.840
465.504	531.266	80.022	19.975	100.321	20.211	-2.117	0.973	899.839
466.004	531.787	80.021	19.976	100.317	20.210	-2.054	1.041	899.834
466.504	532.285	80.022	19.976	100.315	20.212	-2.115	1.019	899.835
467.004	532.798	80.021	19.976	100.317	20.210	-1.975	1.011	899.822
467.505	533.264	80.020	19.976	100.318	20.208	-1.837	0.978	899.866
468.005	533.760	80.022	19.975	100.318	20.210	-1.924	0.962	899.864
468.505	534.267	80.019	19.976	100.316	20.209	-1.774	1.003	899.868
469.004	534.777	80.019	19.976	100.319	20.208	-1.709	1.017	899.865
469.504	535.266	80.021	19.976	100.322	20.210	-1.958	1.000	899.846
470.004	535.756	80.020	19.976	100.323	20.207	-1.772	0.980	899.871
470.504	536.232	80.019	19.975	100.325	20.208	-1.867	0.965	899.822
471.005	536.758	80.018	19.975	100.328	20.207	-1.851	1.002	899.871
471.504	537.254	80.020	19.974	100.327	20.207	-1.910	1.022	899.873
472.004	537.772	80.022	19.976	100.321	20.205	-1.767	1.013	899.898
472.505	538.280	80.020	19.975	100.321	20.206	-1.867	1.026	899.882
473.005	538.757	80.022	19.975	100.322	20.206	-1.882	0.986	899.880
473.505	539.262	80.022	19.975	100.321	20.210	-2.091	0.982	899.868
474.005	539.773	80.021	19.974	100.316	20.206	-1.817	1.016	899.905
474.505	540.273	80.023	19.975	100.315	20.209	-1.989	1.011	899.909
475.005	540.749	80.023	19.975	100.314	20.208	-1.857	0.976	899.906
475.505	541.261	80.022	19.975	100.308	20.207	-1.714	0.988	899.893
476.005	541.745	80.022	19.975	100.307	20.206	-1.664	0.996	899.930
476.505	542.251	80.020	19.975	100.312	20.203	-1.455	0.990	899.929
477.005	542.733	80.022	19.974	100.314	20.206	-1.653	0.989	899.903
477.505	543.242	80.025	19.975	100.317	20.204	-1.570	0.991	899.923
478.005	543.727	80.023	19.974	100.323	20.209	-1.872	0.994	899.923
478.505	544.240	80.022	19.975	100.326	0.000	0.000	0.998	899.901
479.005	544.738	80.022	19.975	100.326	0.000	0.000	1.011	899.940
479.505	545.244	80.019	19.974	100.329	0.000	0.000	1.005	899.918
480.004	545.726	80.020	19.976	100.330	0.000	0.000	0.989	899.933
480.504	546.244	80.021	19.975	100.330	0.000	0.000	1.000	899.930
481.005	546.736	80.019	19.974	100.326	0.000	0.000	1.009	899.951
481.505	547.241	80.019	19.976	100.324	0.000	0.000	0.996	899.953
482.005	547.710	80.020	19.975	100.320	0.000	0.000	0.975	899.950
482.504	548.228	80.019	19.975	100.317	0.000	0.000	0.987	899.909
483.004	548.755	80.019	19.976	100.313	0.000	0.000	1.045	899.955
483.505	549.259	80.019	19.976	100.314	0.000	0.000	1.031	899.968
484.005	549.714	80.019	19.976	100.313	0.000	0.000	0.958	899.957
484.505	550.271	80.019	19.976	100.317	0.000	0.000	1.012	899.953
485.004	550.745	80.017	19.975	100.320	0.000	0.000	1.033	899.983
485.504	551.233	80.020	19.976	100.317	0.000	0.000	0.962	900.007
486.005	551.724	80.020	19.976	100.314	0.000	0.000	0.978	899.960
486.505	552.219	80.021	19.975	100.312	0.000	0.000	0.987	899.937
487.005	552.710	80.021	19.975	100.307	0.000	0.000	0.986	899.965
487.505	553.248	80.020	19.975	100.302	0.000	0.000	1.029	899.995
488.004	553.696	80.022	19.974	100.302	0.000	0.000	0.986	899.993
