File Name:	PMMA_DE_6mm_60Kmin_4mg_R2.txt
Version: 8.3.7.3
Date:	13 Aug 2024
Operator:	KH
Test ID:	PMMA_DE_6mm_4mg_60K_R2
Sample ID:	PMMA_DE_6mm_4mg
Sample Mass (mg):	4.0500
Sample Cup Mass (mg):	184.2700
End Total Mass (mg):
Heating Rate (C/s):	1.0000
Combuster Temperature (C):	900.0
N2 Flow Rate (cc/min):	80.0
O2 Flow Rate (cc/min):	20.0
Calibration File:	Coeff.txt
T Correction Coefficients:	0.308738730	0.013615500	0.000000000
Time Shift (s):	10.0
Pre-Test Comments:
Post-Test Comments:
Baseline Flow:	100.127
Baseline O2:	20.280
Instrument ID:
@
Time (s)	Temperature (C)	N2 Flow (cc/min)	O2 Flow (cc/min)	Total Flow (cc/min)	Oxygen (%)	HRR (W/g)	Heating Rate (C/s)	Combustor Temp (C)
345.505	411.485	80.059	19.975	100.520	17.118	235.364	1.022	899.318
346.005	411.986	80.057	19.974	100.553	17.185	230.298	1.010	899.295
346.505	412.492	80.057	19.975	100.577	17.257	224.971	1.007	899.327
347.005	413.021	80.056	19.975	100.588	17.332	219.363	1.035	899.331
347.505	413.516	80.056	19.975	100.583	17.412	213.376	1.025	899.320
348.005	414.032	80.058	19.974	100.565	17.500	206.645	1.011	899.349
348.505	414.551	80.056	19.974	100.547	17.584	200.238	1.034	899.340
349.006	415.056	80.057	19.975	100.536	17.673	193.379	1.024	899.339
349.506	415.523	80.060	19.975	100.531	17.765	186.216	0.972	899.370
350.006	416.058	80.057	19.974	100.536	17.856	179.090	1.002	899.368
350.506	416.574	80.059	19.975	100.552	17.946	171.992	1.051	899.365
351.006	417.078	80.060	19.974	100.568	18.037	164.883	1.020	899.367
351.505	417.560	80.058	19.973	100.579	18.129	157.777	0.987	899.358
352.005	418.077	80.059	19.975	100.586	18.214	151.099	1.000	899.399
352.505	418.588	80.057	19.974	100.589	18.299	144.433	1.028	899.375
353.005	419.094	80.057	19.974	100.588	18.379	138.118	1.017	899.376
353.505	419.625	80.059	19.974	100.587	18.459	131.889	1.037	899.383
354.005	420.132	80.056	19.973	100.582	18.534	126.012	1.038	899.412
354.505	420.630	80.057	19.974	100.577	18.607	120.238	1.005	899.373
355.005	421.137	80.057	19.974	100.575	18.686	114.083	1.004	899.388
355.505	421.633	80.055	19.973	100.583	18.752	108.794	1.002	899.415
356.005	422.152	80.058	19.974	100.592	18.819	103.476	1.015	899.403
356.505	422.639	80.061	19.974	100.608	18.886	98.215	1.007	899.408
357.005	423.164	80.060	19.974	100.629	18.950	93.141	1.013	899.406
357.505	423.698	80.059	19.975	100.651	19.013	88.247	1.059	899.434
358.005	424.202	80.058	19.974	100.668	19.072	83.602	1.038	899.396
358.505	424.700	80.059	19.974	100.683	19.128	79.346	1.002	899.437
359.005	425.206	80.060	19.974	100.698	19.181	75.275	1.004	899.435
359.505	425.703	80.058	19.974	100.717	19.239	70.918	1.002	899.448
360.006	426.220	80.060	19.975	100.732	19.287	67.268	1.013	899.442
360.506	426.709	80.058	19.975	100.744	19.337	63.543	1.006	899.464
361.005	427.218	80.057	19.974	100.759	19.386	59.808	0.998	899.445
361.506	427.730	80.058	19.975	100.776	19.427	56.751	1.022	899.466
362.005	428.231	80.058	19.975	100.790	19.473	53.275	1.013	899.482
362.505	428.712	80.055	19.975	100.803	19.514	50.197	0.981	899.452
363.006	429.192	80.055	19.975	100.818	19.555	47.203	0.962	899.488
363.505	429.729	80.054	19.975	100.834	19.590	44.614	1.019	899.463
364.005	430.217	80.055	19.975	100.846	19.627	41.837	1.025	899.490
364.505	430.698	80.055	19.975	100.858	19.659	39.470	0.969	899.489
365.005	431.210	80.055	19.974	100.867	19.692	37.057	0.993	899.504
365.505	431.715	80.057	19.974	100.872	19.721	35.080	1.017	899.491
366.005	432.205	80.056	19.975	100.872	19.758	32.420	0.995	899.497
366.505	432.727	80.058	19.974	100.867	19.783	30.761	1.012	899.539
367.005	433.191	80.062	19.975	100.864	19.810	28.888	0.985	899.517
367.505	433.690	80.058	19.975	100.860	19.836	27.039	0.963	899.500
368.005	434.192	80.057	19.975	100.855	19.863	25.202	1.001	899.510
368.505	434.694	80.058	19.975	100.849	19.887	23.395	1.005	899.497
369.005	435.222	80.058	19.976	100.845	19.906	21.981	1.030	899.515
369.505	435.701	80.060	19.975	100.841	19.929	20.299	1.006	899.525
370.005	436.217	80.058	19.974	100.836	19.951	18.673	0.995	899.533
370.506	436.726	80.058	19.974	100.829	19.965	17.756	1.025	899.536
371.006	437.211	80.060	19.974	100.822	19.985	16.320	0.993	899.538
371.506	437.710	80.058	19.975	100.818	20.005	14.891	0.984	899.536
372.005	438.186	80.057	19.974	100.807	20.018	14.071	0.975	899.572
372.505	438.690	80.060	19.974	100.799	20.038	12.689	0.981	899.546
373.005	439.163	80.058	19.974	100.784	20.049	11.988	0.977	899.565
373.505	439.672	80.057	19.974	100.767	20.062	11.153	0.982	899.582
374.005	440.165	80.056	19.974	100.747	20.076	10.245	1.002	899.588
374.505	440.674	80.057	19.975	100.734	20.087	9.601	1.001	899.584
375.005	441.171	80.060	19.975	100.722	20.099	8.828	1.006	899.591
375.505	441.656	80.059	19.975	100.714	20.109	8.173	0.982	899.592
376.005	442.147	80.060	19.974	100.713	20.120	7.452	0.976	899.556
376.506	442.678	80.061	19.974	100.712	20.126	7.046	1.022	899.602
377.005	443.119	80.060	19.975	100.703	20.138	6.269	0.973	899.598
377.505	443.656	80.060	19.974	100.695	20.147	5.660	0.978	899.624
378.005	444.147	80.063	19.974	100.687	20.154	5.197	1.028	899.633
378.505	444.664	80.060	19.975	100.678	20.164	4.432	1.009	899.627
379.005	445.112	80.059	19.974	100.670	20.172	3.864	0.965	899.627
379.505	445.648	80.059	19.974	100.662	20.178	3.486	0.983	899.636
380.006	446.153	80.059	19.975	100.648	20.185	3.036	1.041	899.591
380.506	446.618	80.060	19.975	100.637	20.191	2.777	0.970	899.645
381.006	447.144	80.058	19.975	100.623	20.202	2.031	0.991	899.641
381.506	447.647	80.058	19.975	100.610	20.205	1.907	1.029	899.604
382.006	448.145	80.059	19.974	100.600	20.209	1.770	1.001	899.617
382.506	448.618	80.057	19.975	100.593	20.214	1.432	0.971	899.657
383.006	449.163	80.059	19.975	100.586	20.218	1.085	1.018	899.680
383.506	449.658	80.060	19.974	100.578	20.223	0.747	1.041	899.671
384.005	450.134	80.059	19.975	100.569	20.231	0.251	0.972	899.633
384.505	450.628	80.058	19.975	100.560	20.232	0.179	0.969	899.679
385.005	451.157	80.057	19.974	100.556	20.239	-0.269	1.023	899.655
385.505	451.626	80.059	19.975	100.553	20.243	-0.546	0.998	899.669
386.006	452.116	80.059	19.975	100.552	20.250	-0.900	0.959	899.676
386.506	452.613	80.058	19.974	100.550	20.252	-1.032	0.987	899.663
387.005	453.136	80.057	19.974	100.546	20.256	-1.264	1.020	899.694
387.506	453.617	80.057	19.974	100.533	20.257	-1.305	1.004	899.699
388.006	454.125	80.056	19.974	100.521	20.257	-1.202	0.989	899.675
388.505	454.653	80.058	19.974	100.512	20.265	-1.791	1.036	899.730
389.006	455.128	80.059	19.974	100.504	20.263	-1.681	1.003	899.732
389.506	455.648	80.060	19.974	100.498	20.266	-1.848	0.996	899.728
390.006	456.118	80.059	19.974	100.498	20.270	-2.010	0.990	899.723
390.506	456.630	80.058	19.974	100.498	20.267	-1.792	0.982	899.730
391.005	457.148	80.057	19.974	100.494	20.272	-2.147	1.031	899.725
391.505	457.623	80.058	19.974	100.487	20.273	-2.160	0.992	899.749
392.006	458.120	80.055	19.974	100.484	20.272	-2.094	0.971	899.738
392.506	458.611	80.056	19.972	100.480	20.276	-2.320	0.987	899.724
393.006	459.121	80.056	19.972	100.475	20.278	-2.439	1.001	899.735
393.506	459.627	80.054	19.973	100.466	20.278	-2.386	1.017	899.773
394.006	460.142	80.057	19.973	100.463	20.279	-2.492	1.020	899.743
394.506	460.639	80.055	19.972	100.458	20.281	-2.530	1.012	899.730
395.006	461.120	80.055	19.973	100.452	20.281	-2.535	0.979	899.774
395.506	461.592	80.056	19.974	100.446	20.278	-2.312	0.953	899.767
396.005	462.128	80.055	19.973	100.450	20.281	-2.570	1.007	899.740
396.506	462.626	80.054	19.974	100.449	20.283	-2.681	1.034	899.768
397.006	463.095	80.056	19.974	100.444	20.281	-2.519	0.968	899.793
397.506	463.602	80.056	19.974	100.440	20.282	-2.587	0.975	899.778
398.006	464.123	80.058	19.974	100.440	20.286	-2.830	1.028	899.794
398.505	464.611	80.060	19.974	100.433	20.286	-2.768	1.009	899.797
399.005	465.139	80.058	19.974	100.432	20.287	-2.823	1.016	899.773
399.506	465.583	80.058	19.974	100.433	20.287	-2.780	0.973	899.776
400.005	466.103	80.058	19.974	100.430	20.290	-2.955	0.965	899.781
400.505	466.627	80.057	19.975	100.423	20.287	-2.718	1.042	899.805
401.006	467.132	80.056	19.976	100.423	20.285	-2.487	1.028	899.790
401.506	467.632	80.056	19.976	100.417	20.288	-2.584	1.007	899.801
402.005	468.123	80.057	19.975	100.413	20.287	-2.520	0.991	899.825
402.506	468.640	80.057	19.976	100.416	20.287	-2.531	1.007	899.812
403.006	469.138	80.055	19.975	100.421	20.286	-2.459	1.015	899.825
403.506	469.612	80.057	19.975	100.419	20.287	-2.557	0.973	899.838
404.005	470.117	80.055	19.974	100.419	20.288	-2.650	0.979	899.831
404.506	470.620	80.056	19.974	100.415	20.287	-2.617	1.008	899.843
405.006	471.099	80.058	19.975	100.411	20.294	-3.091	0.982	899.819
405.506	471.605	80.057	19.974	100.407	20.291	-2.834	0.984	899.837
406.006	472.116	80.057	19.975	100.403	20.291	-2.822	1.016	899.844
406.506	472.609	80.056	19.976	100.400	20.289	-2.668	1.005	899.858
407.006	473.125	80.055	19.976	100.400	20.290	-2.806	1.009	899.881
407.506	473.609	80.056	19.975	100.399	20.289	-2.715	1.000	899.832
408.006	474.120	80.054	19.975	100.394	20.289	-2.663	0.995	899.868
408.506	474.633	80.054	19.975	100.389	20.288	-2.570	1.024	899.864
409.005	475.150	80.056	19.975	100.380	20.288	-2.462	1.031	899.848
409.505	475.623	80.056	19.973	100.381	20.287	-2.344	0.990	899.863
410.006	476.103	80.056	19.973	100.383	20.288	-2.355	0.952	899.911
410.506	476.612	80.056	19.974	100.388	20.290	-2.580	0.989	899.885
411.006	477.114	80.055	19.973	100.389	20.287	-2.307	1.011	899.927
411.506	477.604	80.055	19.973	100.391	20.292	-2.679	0.991	899.894
412.006	478.094	80.056	19.974	100.385	20.292	-2.652	0.980	899.895
412.506	478.605	80.056	19.974	100.380	20.292	-2.698	1.001	899.871
413.007	479.108	80.058	19.975	100.378	20.290	-2.533	1.015	899.925
413.506	479.627	80.057	19.976	100.383	20.291	-2.521	1.024	899.927
414.006	480.115	80.056	19.975	100.388	20.289	-2.404	1.007	899.939
414.505	480.625	80.058	19.975	100.390	20.291	-2.566	0.997	899.911
415.006	481.128	80.056	19.974	100.387	20.293	-2.679	1.013	899.955
415.506	481.629	80.057	19.974	100.382	20.292	-2.560	1.005	899.922
416.005	482.113	80.058	19.975	100.377	20.291	-2.467	0.985	899.967
416.506	482.620	80.055	19.975	100.371	20.290	-2.406	0.991	899.960
417.006	483.105	80.055	19.974	100.366	20.288	-2.365	0.992	899.986
417.506	483.615	80.056	19.975	100.369	20.292	-2.746	0.995	899.956
418.006	484.109	80.056	19.974	100.372	20.292	-2.828	1.003	899.941
418.506	484.617	80.056	19.974	100.368	20.289	-2.690	1.002	899.939
419.006	485.121	80.055	19.975	100.368	20.291	-2.873	1.012	900.001
419.506	485.618	80.057	19.975	100.369	20.293	-3.018	1.002	899.992
420.006	486.094	80.056	19.975	100.367	20.293	-2.876	0.974	900.019
420.506	486.610	80.056	19.975	100.364	20.292	-2.756	0.992	900.012
421.006	487.092	80.058	19.974	100.365	20.295	-2.969	0.998	899.984
421.506	487.577	80.058	19.974	100.364	20.287	-2.297	0.967	899.976
422.006	488.094	80.060	19.975	100.363	20.289	-2.446	1.003	900.022
422.506	488.589	80.058	19.974	100.361	20.289	-2.495	1.011	899.995
423.006	489.108	80.056	19.974	100.360	20.290	-2.541	1.013	900.008
423.506	489.606	80.057	19.975	100.360	20.291	-2.549	1.017	900.046
424.006	490.076	80.059	19.973	100.362	20.291	-2.495	0.968	900.020
424.506	490.611	80.058	19.974	100.369	20.292	-2.598	1.005	900.053
425.005	491.083	80.060	19.974	100.375	20.293	-2.611	1.008	900.019
425.506	491.604	80.059	19.974	100.381	20.293	-2.611	0.993	900.057
426.006	492.067	80.056	19.973	100.387	20.295	-2.748	0.984	900.051
426.506	492.591	80.058	19.974	100.389	20.289	-2.357	0.987	900.053
427.006	493.072	80.060	19.974	100.382	20.291	-2.508	1.005	900.043
427.506	493.581	80.059	19.974	100.375	20.292	-2.579	0.990	900.058
428.006	494.094	80.058	19.973	100.370	20.299	-3.102	1.021	900.046
428.506	494.582	80.057	19.974	100.368	20.295	-2.710	1.000	900.053
429.006	495.084	80.060	19.975	100.367	20.295	-2.653	0.990	900.047
429.506	495.614	80.059	19.975	100.368	20.295	-2.609	1.031	900.054
430.007	496.077	80.058	19.975	100.370	20.293	-2.539	0.993	900.092
430.506	496.611	80.060	19.975	100.368	20.297	-2.750	0.997	900.102
431.006	497.099	80.059	19.975	100.364	20.294	-2.471	1.022	900.083
431.506	497.580	80.059	19.975	100.360	20.298	-2.845	0.969	900.090
432.006	498.082	80.061	19.975	100.360	20.295	-2.619	0.983	900.134
432.506	498.577	80.060	19.974	100.358	20.294	-2.592	0.997	900.109
433.006	499.054	80.059	19.976	100.358	20.292	-2.388	0.972	900.105
433.506	499.604	80.058	19.975	100.359	20.297	-2.835	1.027	900.114
434.006	500.077	80.058	19.974	100.363	20.296	-2.848	1.022	900.086
434.507	500.566	80.059	19.975	100.360	20.294	-2.660	0.963	900.111
435.006	501.075	80.059	19.974	100.359	20.293	-2.504	0.999	900.114
435.506	501.581	80.057	19.974	100.357	20.294	-2.601	1.015	900.148
436.006	502.082	80.060	19.975	100.350	20.290	-2.336	1.006	900.171
436.507	502.606	80.059	19.974	100.345	20.293	-2.526	1.024	900.156
437.007	503.088	80.059	19.974	100.347	20.291	-2.407	1.008	900.156
437.506	503.598	80.061	19.974	100.349	20.297	-2.904	0.992	900.148
438.006	504.090	80.058	19.973	100.347	20.297	-2.917	1.001	900.201
438.507	504.616	80.056	19.974	100.348	20.295	-2.708	1.018	900.182
439.007	505.101	80.055	19.973	100.349	20.293	-2.472	1.011	900.168
439.507	505.574	80.055	19.973	100.348	20.297	-2.703	0.959	900.187
440.006	506.089	80.057	19.974	100.346	20.295	-2.441	0.989	900.197
440.506	506.576	80.056	19.973	100.350	20.296	-2.451	1.001	900.196
441.006	507.049	80.056	19.973	100.358	20.296	-2.449	0.960	900.188
441.506	507.548	80.055	19.974	100.361	20.292	-2.182	0.972	900.191
442.006	508.048	80.053	19.974	100.354	20.294	-2.372	0.998	900.200
442.507	508.557	80.056	19.974	100.352	20.293	-2.340	1.008	900.201
443.007	509.053	80.057	19.973	100.352	20.294	-2.447	1.006	900.258
443.507	509.564	80.057	19.973	100.350	20.295	-2.497	1.007	900.235
444.007	510.076	80.055	19.974	100.351	20.293	-2.332	1.022	900.226
444.507	510.587	80.055	19.974	100.359	20.296	-2.542	1.023	900.237
445.007	511.071	80.057	19.973	100.361	20.294	-2.356	0.995	900.270
445.507	511.558	80.057	19.974	100.358	20.296	-2.503	0.971	900.250
446.006	512.062	80.055	19.974	100.352	20.294	-2.322	0.992	900.238
446.506	512.555	80.058	19.973	100.346	20.297	-2.563	0.997	900.255
447.006	513.069	80.059	19.974	100.339	20.295	-2.427	1.007	900.221
447.506	513.560	80.059	19.974	100.334	20.296	-2.436	1.004	900.259
448.006	514.092	80.058	19.974	100.330	20.296	-2.376	1.023	900.267
448.507	514.587	80.061	19.974	100.330	20.300	-2.667	1.027	900.277
449.006	515.090	80.058	19.974	100.335	20.297	-2.501	0.999	900.265
449.506	515.596	80.059	19.973	100.340	20.298	-2.599	1.009	900.278
450.007	516.069	80.058	19.975	100.343	20.298	-2.736	0.978	900.307
450.507	516.578	80.059	19.974	100.344	20.298	-2.731	0.983	900.281
451.006	517.091	80.060	19.975	100.342	20.301	-3.079	1.022	900.308
451.506	517.592	80.057	19.975	100.336	20.301	-3.047	1.014	900.299
452.006	518.075	80.058	19.974	100.333	20.298	-2.779	0.984	900.329
452.506	518.591	80.059	19.975	100.333	20.299	-2.700	0.999	900.304
453.007	519.086	80.054	19.976	100.334	20.297	-2.492	1.010	900.350
453.506	519.580	80.057	19.975	100.332	20.296	-2.362	0.990	900.324
454.006	520.092	80.058	19.975	100.336	20.298	-2.454	1.006	900.331
454.507	520.587	80.058	19.974	100.334	20.302	-2.807	1.006	900.331
455.007	521.043	80.056	19.974	100.329	20.297	-2.541	0.950	900.349
455.507	521.571	80.053	19.974	100.323	20.299	-2.831	0.984	900.362
456.006	522.100	80.055	19.974	100.323	20.297	-2.659	1.058	900.359
456.506	522.560	80.057	19.975	100.324	20.297	-2.813	0.990	900.354
457.006	523.065	80.056	19.975	100.330	20.295	-2.719	0.965	900.394
457.506	523.590	80.059	19.974	100.343	20.299	-3.007	1.030	900.391
458.006	524.066	80.057	19.974	100.347	20.298	-2.867	1.000	900.403
458.507	524.589	80.056	19.974	100.351	20.300	-2.937	0.998	900.364
459.007	525.060	80.057	19.974	100.348	20.299	-2.858	0.995	900.364
459.506	525.546	80.057	19.973	100.340	20.299	-2.711	0.958	900.376
460.006	526.079	80.058	19.973	100.326	20.301	-2.735	1.018	900.387
460.506	526.561	80.057	19.973	100.327	20.303	-2.844	1.015	900.382
461.006	527.049	80.058	19.974	100.324	20.302	-2.805	0.970	900.411
461.506	527.522	80.058	19.974	100.321	20.302	-2.819	0.961	900.402
462.006	528.089	80.059	19.974	100.327	20.302	-2.893	1.040	900.434
462.506	528.576	80.058	19.975	100.336	20.302	-2.987	1.054	900.423
463.006	529.039	80.060	19.974	100.341	20.305	-3.319	0.950	900.413
463.506	529.551	80.057	19.975	100.346	20.306	-3.470	0.974	900.443
464.007	530.066	80.057	19.976	100.356	20.303	-3.226	1.026	900.436
464.507	530.564	80.060	19.976	100.355	20.305	-3.369	1.012	900.428
465.007	531.051	80.059	19.975	100.354	20.305	-3.337	0.985	900.456
465.507	531.577	80.058	19.976	100.347	20.303	-3.109	1.014	900.463
466.007	532.020	80.057	19.975	100.345	20.304	-3.116	0.970	900.482
466.506	532.585	80.055	19.976	100.336	20.307	-3.259	1.009	900.449
467.006	533.049	80.058	19.976	100.330	20.302	-2.898	1.030	900.465
467.506	533.552	80.056	19.974	100.321	20.301	-2.878	0.967	900.485
468.006	534.032	80.055	19.975	100.322	20.302	-2.940	0.982	900.493
468.506	534.553	80.055	19.975	100.323	20.304	-3.203	1.001	900.488
469.007	535.056	80.055	19.976	100.325	20.304	-3.237	1.024	900.512
469.507	535.568	80.057	19.977	100.330	20.304	-3.303	1.014	900.491
470.007	536.052	80.060	19.976	100.340	20.302	-3.202	0.996	900.511
470.507	536.548	80.060	19.976	100.347	20.305	-3.444	0.981	900.513
471.006	537.062	80.058	19.975	100.350	20.303	-3.245	1.011	900.534
471.506	537.564	80.057	19.975	100.349	20.303	-3.192	1.015	900.534
472.007	538.049	80.056	19.975	100.347	20.301	-2.963	0.986	900.562
472.507	538.539	80.057	19.975	100.341	20.302	-2.974	0.976	900.538
473.007	539.035	80.056	19.975	100.332	20.303	-3.007	0.986	900.523
473.507	539.564	80.056	19.974	100.329	20.303	-2.936	1.025	900.545
474.006	540.051	80.057	19.974	100.332	20.301	-2.755	1.016	900.556
474.507	540.538	80.056	19.974	100.330	20.303	-2.996	0.974	900.532
475.007	541.043	80.057	19.976	100.335	20.305	-3.069	0.991	900.553
475.507	541.543	80.059	19.976	100.337	20.300	-2.763	1.004	900.562
476.008	542.035	80.060	19.975	100.339	20.303	-3.001	0.992	900.566
476.507	542.593	80.059	19.974	100.345	20.303	-3.059	1.051	900.584
477.007	543.058	80.061	19.974	100.351	20.300	-2.888	1.023	900.560
477.507	543.531	80.058	19.975	100.353	20.301	-2.953	0.939	900.607
478.007	544.030	80.060	19.974	100.355	0.000	0.000	0.972	900.551
478.506	544.552	80.059	19.974	100.350	0.000	0.000	1.021	900.585
479.006	545.045	80.059	19.974	100.341	0.000	0.000	1.015	900.591
479.506	545.551	80.060	19.974	100.335	0.000	0.000	0.998	900.599
480.007	546.028	80.059	19.975	100.331	0.000	0.000	0.982	900.625
480.508	546.539	80.060	19.975	100.330	0.000	0.000	0.988	900.622
481.007	547.029	80.061	19.975	100.329	0.000	0.000	1.002	900.609
481.507	547.537	80.059	19.974	100.330	0.000	0.000	0.997	900.603
482.007	548.051	80.056	19.974	100.329	0.000	0.000	1.021	900.629
482.508	548.542	80.056	19.973	100.327	0.000	0.000	1.005	900.642
483.008	549.045	80.059	19.974	100.327	0.000	0.000	0.995	900.646
483.507	549.540	80.058	19.974	100.336	0.000	0.000	0.999	900.638
484.007	550.035	80.057	19.973	100.341	0.000	0.000	0.989	900.640
484.507	550.531	80.059	19.974	100.340	0.000	0.000	0.990	900.642
485.008	551.043	80.060	19.974	100.343	0.000	0.000	1.008	900.686
485.508	551.564	80.058	19.973	100.343	0.000	0.000	1.034	900.644
486.007	552.060	80.059	19.974	100.338	0.000	0.000	1.018	900.673
486.507	552.554	80.060	19.974	100.336	0.000	0.000	0.990	900.644
487.008	553.020	80.057	19.974	100.332	0.000	0.000	0.959	900.673
487.508	553.542	80.057	19.974	100.324	0.000	0.000	0.987	900.649
