File Name:	PMMA_DE_6mm_60Kmin_4mg_R1.txt
Version: 8.3.7.3
Date:	06 Aug 2024
Operator:	KH
Test ID:	PMMA_DE_6mm_4mg_60K_R1
Sample ID:	PMMA_DE_6mm_4mg
Sample Mass (mg):	4.0200
Sample Cup Mass (mg):	182.3000
End Total Mass (mg):
Heating Rate (C/s):	1.0000
Combuster Temperature (C):	900.0
N2 Flow Rate (cc/min):	80.0
O2 Flow Rate (cc/min):	20.0
Calibration File:	Coeff.txt
T Correction Coefficients:	0.308738730	0.013615500	0.000000000
Time Shift (s):	10.0
Pre-Test Comments:
Post-Test Comments:
Baseline Flow:	99.875
Baseline O2:	20.432
Instrument ID:
@
Time (s)	Temperature (C)	N2 Flow (cc/min)	O2 Flow (cc/min)	Total Flow (cc/min)	Oxygen (%)	HRR (W/g)	Heating Rate (C/s)	Combustor Temp (C)
369.504	435.033	80.053	19.999	100.789	19.980	23.678	0.962	900.256
370.004	435.535	80.055	19.999	100.782	20.002	22.097	0.985	900.243
370.504	436.046	80.052	19.998	100.779	20.022	20.718	1.013	900.254
371.004	436.540	80.055	19.999	100.768	20.040	19.545	1.004	900.283
371.505	437.036	80.057	20.000	100.758	20.063	17.890	0.990	900.265
372.005	437.538	80.054	20.000	100.750	20.080	16.733	0.999	900.257
372.504	438.040	80.056	20.001	100.740	20.095	15.674	1.005	900.254
373.004	438.519	80.056	20.000	100.728	20.111	14.580	0.981	900.288
373.505	439.023	80.054	19.999	100.715	20.125	13.698	0.982	900.271
374.005	439.526	80.057	20.000	100.702	20.140	12.669	1.007	900.278
374.504	440.049	80.052	19.999	100.689	20.153	11.857	1.027	900.277
375.005	440.507	80.054	20.000	100.675	20.167	11.019	0.981	900.251
375.505	441.049	80.052	20.001	100.663	20.182	10.083	1.000	900.318
376.005	441.545	80.053	19.999	100.655	20.194	9.362	1.037	900.273
376.505	442.028	80.056	19.999	100.644	20.201	9.013	0.979	900.289
377.005	442.507	80.056	19.999	100.634	20.209	8.499	0.962	900.239
377.505	442.993	80.054	19.998	100.623	20.221	7.672	0.965	900.250
378.005	443.510	80.051	19.999	100.610	20.230	7.163	1.003	900.250
378.505	443.994	80.052	19.998	100.594	20.239	6.531	1.001	900.252
379.005	444.504	80.054	19.998	100.584	20.246	6.112	0.994	900.274
379.505	445.021	80.053	19.999	100.577	20.257	5.514	1.027	900.264
380.005	445.529	80.051	19.998	100.566	20.266	4.924	1.025	900.261
380.505	446.018	80.052	19.999	100.558	20.272	4.630	0.997	900.268
381.005	446.474	80.052	19.999	100.550	20.276	4.420	0.945	900.253
381.505	447.030	80.049	19.998	100.536	20.285	3.899	1.012	900.249
382.005	447.508	80.051	19.998	100.521	20.289	3.714	1.034	900.249
382.505	448.005	80.051	19.997	100.504	20.298	3.150	0.976	900.267
383.004	448.526	80.055	19.998	100.488	20.298	3.293	1.019	900.264
383.504	449.000	80.053	19.999	100.478	20.305	2.837	0.994	900.310
384.004	449.523	80.055	19.999	100.467	20.307	2.761	0.996	900.255
384.505	449.996	80.056	19.997	100.459	20.314	2.239	0.996	900.266
385.005	450.491	80.055	19.998	100.453	20.322	1.777	0.968	900.288
385.505	450.994	80.053	19.998	100.441	20.321	1.928	0.997	900.277
386.005	451.480	80.053	19.997	100.433	20.323	1.803	0.989	900.259
386.505	451.998	80.051	19.999	100.424	20.328	1.462	1.004	900.261
387.006	452.502	80.052	19.998	100.408	20.328	1.625	1.022	900.274
387.505	453.027	80.055	19.997	100.397	20.334	1.179	1.029	900.275
388.005	453.498	80.054	19.997	100.392	20.338	0.850	0.996	900.264
388.505	454.004	80.055	19.996	100.381	20.337	0.965	0.978	900.284
389.005	454.519	80.054	19.997	100.368	20.342	0.632	1.021	900.278
389.505	454.996	80.053	19.997	100.366	20.345	0.514	0.991	900.284
390.005	455.500	80.055	19.996	100.356	20.346	0.428	0.981	900.284
390.505	456.018	80.054	19.997	100.344	20.349	0.163	1.022	900.281
391.005	456.490	80.053	19.995	100.339	20.349	0.225	0.990	900.273
391.505	456.997	80.057	19.997	100.339	20.352	0.063	0.980	900.285
392.005	457.505	80.056	19.997	100.331	20.357	-0.307	1.015	900.274
392.505	457.994	80.056	19.997	100.322	20.357	-0.270	0.996	900.286
393.005	458.495	80.056	19.997	100.322	20.361	-0.455	0.991	900.264
393.505	458.984	80.056	19.997	100.314	20.363	-0.549	0.991	900.299
394.005	459.456	80.055	19.996	100.311	20.364	-0.562	0.960	900.311
394.505	460.004	80.056	19.998	100.303	20.369	-0.903	1.020	900.298
395.005	460.476	80.055	19.998	100.304	20.370	-0.980	1.020	900.276
395.505	460.942	80.054	19.997	100.303	20.368	-0.820	0.939	900.269
396.005	461.449	80.055	19.998	100.300	20.369	-0.864	0.974	900.262
396.505	461.948	80.055	19.998	100.292	20.368	-0.819	1.005	900.265
397.005	462.466	80.055	19.998	100.295	20.372	-1.008	1.016	900.287
397.505	462.947	80.054	19.998	100.294	20.374	-1.154	0.999	900.294
398.004	463.455	80.056	19.999	100.291	20.373	-1.043	0.989	900.271
398.505	463.943	80.058	19.999	100.290	20.372	-0.851	0.995	900.308
399.005	464.460	80.055	19.998	100.287	20.375	-0.961	1.005	900.295
399.504	464.936	80.056	19.998	100.285	20.374	-1.016	0.994	900.283
400.004	465.439	80.056	19.997	100.282	20.374	-0.999	0.979	900.304
400.505	465.932	80.056	19.998	100.271	20.375	-1.055	0.996	900.309
401.005	466.447	80.055	19.998	100.265	20.377	-1.186	1.008	900.305
401.505	466.951	80.054	19.998	100.262	20.377	-1.180	1.019	900.316
402.005	467.436	80.056	19.998	100.259	20.379	-1.350	0.989	900.312
402.505	467.944	80.058	19.997	100.257	20.377	-1.118	0.993	900.306
403.005	468.441	80.056	19.997	100.263	20.378	-1.218	1.004	900.279
403.505	468.945	80.057	19.999	100.264	20.381	-1.440	1.000	900.307
404.006	469.439	80.056	19.998	100.260	20.379	-1.279	0.998	900.317
404.505	469.943	80.056	19.998	100.252	20.382	-1.535	1.000	900.322
405.005	470.430	80.055	19.997	100.249	20.377	-1.111	0.992	900.330
405.505	470.943	80.052	19.997	100.244	20.379	-1.280	1.000	900.317
406.005	471.434	80.054	19.998	100.238	20.380	-1.395	1.003	900.289
406.505	471.920	80.057	19.997	100.236	20.383	-1.613	0.976	900.313
407.005	472.440	80.054	19.998	100.244	20.384	-1.614	1.006	900.319
407.505	472.933	80.057	19.998	100.242	20.385	-1.635	1.013	900.311
408.005	473.429	80.056	19.998	100.240	20.384	-1.558	0.989	900.314
408.505	473.937	80.053	19.998	100.241	20.382	-1.385	1.005	900.285
409.005	474.424	80.056	19.999	100.242	20.385	-1.586	0.994	900.297
409.505	474.918	80.055	19.999	100.237	20.386	-1.685	0.980	900.346
410.005	475.410	80.055	19.997	100.235	20.383	-1.457	0.986	900.355
410.505	475.922	80.054	19.999	100.234	20.383	-1.405	1.004	900.332
411.005	476.423	80.055	19.999	100.234	20.382	-1.416	1.014	900.312
411.505	476.919	80.056	19.999	100.234	20.382	-1.423	0.998	900.348
412.005	477.430	80.056	19.998	100.237	20.386	-1.660	1.006	900.326
412.505	477.901	80.052	19.998	100.236	20.381	-1.341	0.981	900.333
413.006	478.409	80.056	20.000	100.238	20.381	-1.365	0.978	900.347
413.506	478.905	80.053	19.997	100.237	20.380	-1.393	1.005	900.333
414.005	479.392	80.054	19.997	100.236	20.382	-1.497	0.984	900.341
414.505	479.912	80.056	19.999	100.230	20.381	-1.400	1.007	900.335
415.005	480.397	80.054	19.998	100.229	20.380	-1.320	1.006	900.311
415.505	480.883	80.055	19.998	100.224	20.381	-1.407	0.970	900.346
416.005	481.389	80.053	19.997	100.225	20.384	-1.624	0.992	900.362
416.505	481.899	80.055	19.998	100.226	20.385	-1.712	1.015	900.371
417.005	482.398	80.058	19.998	100.227	20.384	-1.637	1.008	900.378
417.505	482.889	80.054	19.997	100.224	20.383	-1.543	0.991	900.366
418.005	483.387	80.055	19.997	100.226	20.384	-1.594	0.990	900.356
418.505	483.890	80.057	19.998	100.226	20.384	-1.599	1.001	900.381
419.005	484.383	80.058	19.997	100.225	20.382	-1.452	0.996	900.348
419.505	484.901	80.057	19.998	100.227	20.384	-1.666	1.010	900.350
420.006	485.367	80.060	19.999	100.232	20.384	-1.594	0.984	900.364
420.505	485.861	80.061	19.998	100.233	20.381	-1.416	0.961	900.375
421.005	486.359	80.061	19.998	100.236	20.384	-1.587	0.992	900.383
421.505	486.873	80.060	19.998	100.234	20.383	-1.482	1.011	900.360
422.005	487.351	80.060	19.999	100.235	20.382	-1.376	0.992	900.387
422.505	487.846	80.060	19.999	100.233	20.381	-1.154	0.974	900.391
423.005	488.360	80.059	19.998	100.234	20.377	-0.896	1.009	900.390
423.505	488.866	80.060	19.997	100.232	20.383	-1.330	1.019	900.422
424.005	489.334	80.062	19.998	100.235	20.384	-1.392	0.973	900.377
424.505	489.836	80.058	19.997	100.234	20.383	-1.235	0.969	900.401
425.006	490.342	80.058	19.997	100.235	20.384	-1.315	1.008	900.401
425.506	490.851	80.060	19.998	100.232	20.386	-1.596	1.015	900.390
426.006	491.341	80.060	19.998	100.233	20.385	-1.510	0.999	900.401
426.505	491.847	80.058	19.998	100.232	20.386	-1.573	0.997	900.389
427.005	492.338	80.059	19.999	100.234	20.384	-1.499	0.997	900.382
427.505	492.875	80.059	19.997	100.232	20.386	-1.646	1.028	900.410
428.005	493.378	80.060	19.997	100.234	20.388	-1.817	1.041	900.413
428.505	493.881	80.059	19.998	100.229	20.388	-1.737	1.006	900.433
429.006	494.342	80.056	19.998	100.227	20.387	-1.675	0.962	900.420
429.506	494.868	80.060	19.999	100.222	20.384	-1.439	0.986	900.432
430.006	495.346	80.057	19.999	100.216	20.388	-1.690	1.004	900.445
430.506	495.846	80.060	19.998	100.215	20.384	-1.493	0.977	900.446
431.006	496.370	80.060	19.997	100.215	20.388	-1.775	1.025	900.437
431.506	496.843	80.060	19.999	100.213	20.387	-1.721	0.998	900.448
432.006	497.370	80.058	19.999	100.211	20.386	-1.724	0.999	900.463
432.506	497.828	80.057	19.999	100.216	20.388	-1.819	0.985	900.434
433.006	498.342	80.057	19.998	100.217	20.386	-1.667	0.973	900.425
433.505	498.822	80.058	19.999	100.218	20.384	-1.439	0.993	900.449
434.007	499.323	80.057	19.999	100.221	20.390	-1.826	0.980	900.436
434.507	499.815	80.059	19.999	100.226	20.385	-1.430	0.995	900.443
435.005	500.334	80.057	19.998	100.225	20.388	-1.698	1.012	900.421
435.506	500.819	80.054	19.999	100.223	20.386	-1.469	1.003	900.454
436.006	501.320	80.057	19.999	100.220	20.386	-1.479	0.985	900.436
436.506	501.836	80.058	19.999	100.217	20.389	-1.729	1.017	900.438
437.006	502.304	80.057	19.999	100.217	20.387	-1.599	0.983	900.436
437.506	502.791	80.057	19.999	100.218	20.387	-1.586	0.956	900.461
438.006	503.291	80.057	19.999	100.223	20.387	-1.497	0.988	900.457
438.506	503.787	80.057	19.999	100.227	20.386	-1.446	0.996	900.456
439.006	504.340	80.059	19.999	100.228	20.388	-1.547	1.050	900.474
439.505	504.797	80.056	19.999	100.226	20.386	-1.404	1.011	900.468
440.005	505.283	80.056	19.998	100.226	20.383	-1.213	0.942	900.476
440.505	505.804	80.057	19.998	100.220	20.386	-1.518	1.006	900.485
441.006	506.315	80.056	19.998	100.216	20.385	-1.438	1.032	900.466
441.506	506.793	80.058	19.997	100.214	20.385	-1.517	0.990	900.436
442.005	507.281	80.059	19.998	100.213	20.386	-1.601	0.966	900.460
442.505	507.765	80.057	19.999	100.212	20.389	-1.789	0.972	900.471
443.006	508.276	80.059	19.999	100.212	20.387	-1.617	0.994	900.485
443.506	508.763	80.057	19.999	100.215	20.389	-1.715	0.998	900.462
444.005	509.251	80.057	19.998	100.216	20.388	-1.589	0.976	900.459
444.505	509.756	80.055	19.999	100.214	20.387	-1.410	0.993	900.445
445.006	510.292	80.053	19.999	100.212	20.388	-1.524	1.040	900.448
445.506	510.768	80.054	19.998	100.208	20.388	-1.525	1.012	900.461
446.006	511.288	80.054	19.998	100.208	20.389	-1.668	0.996	900.455
446.506	511.802	80.053	19.999	100.208	20.387	-1.503	1.033	900.461
447.006	512.287	80.059	19.999	100.210	20.388	-1.632	0.999	900.460
447.506	512.786	80.060	19.998	100.209	20.393	-2.047	0.984	900.487
448.005	513.311	80.055	19.998	100.216	20.389	-1.758	1.025	900.491
448.505	513.787	80.058	19.998	100.216	20.391	-1.883	1.001	900.466
449.005	514.304	80.058	19.997	100.220	20.388	-1.621	0.994	900.476
449.505	514.781	80.059	19.997	100.219	20.390	-1.764	0.995	900.497
450.005	515.292	80.058	19.997	100.220	20.391	-1.745	0.987	900.495
450.506	515.777	80.056	19.998	100.214	20.391	-1.788	0.994	900.518
451.006	516.281	80.058	19.998	100.210	20.390	-1.640	0.989	900.505
451.506	516.775	80.057	19.999	100.203	20.390	-1.659	0.998	900.479
452.006	517.288	80.055	19.998	100.200	20.389	-1.468	1.007	900.515
452.506	517.774	80.056	19.997	100.203	20.390	-1.565	1.000	900.492
453.005	518.267	80.056	19.998	100.207	20.390	-1.589	0.979	900.506
453.505	518.782	80.057	19.999	100.209	20.390	-1.588	1.008	900.495
454.005	519.258	80.056	19.999	100.212	20.386	-1.352	0.991	900.499
454.505	519.757	80.055	19.999	100.217	20.391	-1.759	0.975	900.521
455.006	520.269	80.056	19.998	100.214	20.390	-1.730	1.010	900.478
455.506	520.763	80.057	19.999	100.213	20.388	-1.653	1.006	900.502
456.006	521.276	80.056	19.999	100.211	20.389	-1.741	1.007	900.537
456.507	521.762	80.058	19.999	100.210	20.385	-1.492	0.999	900.511
457.006	522.269	80.056	19.997	100.206	20.388	-1.711	0.994	900.508
457.506	522.772	80.056	19.998	100.203	20.389	-1.734	1.010	900.537
458.006	523.277	80.058	19.998	100.203	20.389	-1.776	1.008	900.501
458.505	523.751	80.054	19.997	100.204	20.390	-1.768	0.979	900.515
459.006	524.244	80.055	19.999	100.202	20.389	-1.704	0.967	900.494
459.506	524.781	80.055	19.997	100.197	20.390	-1.783	1.031	900.519
460.005	525.270	80.055	19.997	100.199	20.388	-1.616	1.026	900.529
460.506	525.770	80.058	19.996	100.197	20.388	-1.660	0.988	900.517
461.006	526.248	80.055	19.997	100.199	20.390	-1.858	0.978	900.524
461.505	526.766	80.057	19.998	100.201	20.392	-2.096	0.996	900.537
462.006	527.254	80.056	19.998	100.208	20.392	-2.076	1.005	900.512
462.506	527.712	80.054	19.999	100.210	20.393	-2.142	0.946	900.535
463.006	528.244	80.056	20.000	100.214	20.391	-1.971	0.991	900.538
463.506	528.746	80.058	19.999	100.216	20.391	-1.904	1.033	900.537
464.006	529.237	80.058	19.999	100.218	20.388	-1.590	0.991	900.535
464.507	529.733	80.056	19.999	100.217	20.386	-1.440	0.986	900.506
465.007	530.246	80.056	19.998	100.216	20.391	-1.847	1.010	900.552
465.506	530.757	80.056	19.999	100.213	20.389	-1.615	1.025	900.524
466.006	531.265	80.058	19.998	100.208	20.389	-1.640	1.018	900.544
466.506	531.732	80.056	19.998	100.208	20.390	-1.706	0.975	900.521
467.006	532.240	80.059	19.998	100.210	20.388	-1.581	0.975	900.554
467.506	532.742	80.060	19.998	100.211	20.391	-1.759	1.011	900.549
468.006	533.228	80.058	19.997	100.216	20.389	-1.584	0.989	900.543
468.506	533.718	80.060	19.999	100.223	20.386	-1.391	0.975	900.545
469.006	534.206	80.060	19.998	100.222	20.392	-1.805	0.978	900.548
469.506	534.770	80.058	19.999	100.222	20.394	-1.871	1.053	900.561
470.006	535.224	80.057	20.000	100.220	20.389	-1.499	1.018	900.551
470.506	535.720	80.057	19.999	100.219	20.391	-1.591	0.950	900.550
471.006	536.206	80.056	19.999	100.212	20.395	-1.917	0.982	900.534
471.506	536.711	80.057	19.999	100.210	20.387	-1.273	0.991	900.581
472.006	537.192	80.055	19.998	100.210	20.388	-1.380	0.985	900.553
472.506	537.731	80.056	19.997	100.209	20.389	-1.429	1.020	900.541
473.006	538.218	80.056	19.997	100.205	20.389	-1.417	1.026	900.546
473.506	538.697	80.056	19.997	100.206	20.389	-1.401	0.965	900.524
474.007	539.225	80.057	19.998	100.208	20.391	-1.499	1.007	900.540
474.506	539.683	80.058	19.997	100.206	20.386	-1.178	0.987	900.569
475.006	540.192	80.054	19.997	100.207	20.386	-1.154	0.967	900.550
475.506	540.751	80.054	19.998	100.204	20.392	-1.684	1.067	900.578
476.007	541.219	80.054	19.998	100.205	20.390	-1.572	1.026	900.521
476.507	541.721	80.055	19.998	100.201	20.391	-1.700	0.971	900.533
477.006	542.189	80.054	19.998	100.197	20.395	-2.045	0.971	900.567
477.506	542.669	80.052	19.997	100.195	20.390	-1.645	0.948	900.551
478.007	543.200	80.054	19.998	100.194	20.393	-1.914	1.011	900.542
478.506	543.693	80.053	19.998	100.191	20.395	-1.994	1.024	900.590
479.006	544.182	80.052	19.998	100.194	0.000	0.000	0.982	900.569
479.506	544.682	80.054	19.997	100.195	0.000	0.000	0.989	900.565
480.007	545.191	80.056	19.997	100.194	0.000	0.000	1.009	900.566
480.507	545.666	80.052	19.997	100.193	0.000	0.000	0.984	900.583
481.006	546.198	80.052	19.998	100.190	0.000	0.000	1.007	900.566
481.506	546.685	80.051	19.998	100.186	0.000	0.000	1.019	900.525
482.006	547.184	80.053	19.998	100.189	0.000	0.000	0.986	900.583
482.506	547.706	80.055	19.997	100.193	0.000	0.000	1.021	900.574
483.006	548.203	80.056	19.996	100.200	0.000	0.000	1.020	900.560
483.507	548.673	80.057	19.997	100.202	0.000	0.000	0.967	900.579
484.006	549.176	80.056	19.997	100.204	0.000	0.000	0.973	900.561
484.506	549.698	80.059	19.997	100.203	0.000	0.000	1.025	900.564
485.006	550.200	80.059	19.997	100.204	0.000	0.000	1.023	900.546
485.507	550.662	80.056	19.998	100.200	0.000	0.000	0.964	900.562
486.007	551.213	80.058	19.997	100.200	0.000	0.000	1.014	900.576
486.506	551.702	80.056	19.999	100.200	0.000	0.000	1.041	900.584
487.006	552.196	80.058	20.000	100.201	0.000	0.000	0.983	900.583
487.506	552.663	80.057	19.999	100.201	0.000	0.000	0.959	900.589
488.007	553.194	80.056	19.999	100.200	0.000	0.000	0.998	900.585
488.506	553.677	80.055	19.998	100.197	0.000	0.000	1.016	900.584
